id,feed_id,player_name,last_name,team,pos,avg,avg3,avg5,Median,user_team_id,user,Bye,,user_team_id,,,team,
608,992374,D.Butler,Butler,STK,FWD,22.5,17.3333,22.5,21.5,,,15,,,,,,
773,296296,D.Sheed,Sheed,WCE,MID,28.5,36.6667,28.5,21,,,14,,,,,,
83,1021108,J.Tunstill,Tunstill,BRL,FWD,31.6667,31.6667,31.6667,21,,,12,,,,,,
532,1017255,F.Evans,Evans,PTA,FWD,27,32.6667,27,20,,,13,,,,,,
176,1017933,A.Davey Jnr,Davey Jnr,ESS,FWD,25.6667,20,30,20,,,14,,,,,,
449,1012826,B.Laurie,Laurie,MEL,FWD,14,11,11,19,,,14,,,,,,
282,993917,B.Long,Long,GCS,DEF,34,34,34,17.5,,,14,,,,,,
338,291357,G.Rohan,Rohan,GEE,FWD,41,41,41,16,,,14,,,,,,
724,1011589,C.Poulter,Poulter,WBD,MID,15,15,15,15,,,15,,,,,,
597,1012386,S.Ryan,Ryan,RIC,RUC/FWD,15,0,0,15,,,15,,,,,,
13,1018075,L.Gollant,Gollant,ADE,FWD,21,21,21,15,,,15,,,,,,
226,1020250,N.Erasmus,Erasmus,FRE,FWD/MID,15,15,15,15,,,13,,,,,,
201,1012817,Z.Reid,Reid,ESS,DEF,15,15,15,15,,,14,,,,,,
753,290801,A.Gaff,Gaff,WCE,MID,13,13,13,13,,,14,,,,,,
149,997974,A.Johnson,Johnson,COL,FWD,13,14,14,13,,,15,,,,,,
477,1020968,J.Archer,Archer,NTH,DEF,34.5,34.5,34.5,12,,,12,,,,,,
760,1027969,H.Johnston,Johnston,WCE,MID/FWD,15,15,15,11,,,14,,,,,,
768,1020032,L.Rawlinson,Rawlinson,WCE,MID/FWD,11,11,11,11,,,14,,,,,,
284,996464,D.Macpherson,Macpherson,GCS,DEF,8,1,1,8,,,14,,,,,,
570,1017043,J.Clarke,Clarke,RIC,FWD,8,8,8,8,,,15,,,,,,
89,1023533,J.Binns,Binns,CAR,MID,8,8,8,8,,,14,,,,,,
787,1031819,T.Sellers,Sellers,NTH,FWD,4.5,4.5,4.5,4.5,,,12,,,,,,
613,1017959,L.Collard,Collard,STK,FWD,4,4,4,4,,,15,,,,,,
682,290778,L.Parker,Parker,SYD,MID,0,0,0,0,719,Kappaz,12,,,,,,
202,1001026,J.Ridley,Ridley,ESS,DEF,0,0,0,0,718,Chief,14,,,,,,
752,993902,M.Flynn,Flynn,WCE,RUC,0,0,0,0,715,Melons,14,,,,,,
679,993905,C.Mills,Mills,SYD,MID,0,0,0,0,,,12,,,,,,
46,1023517,W.Ashcroft,Ashcroft,BRL,MID,0,0,0,0,,,12,,,,,,
300,298524,L.Weller,Weller,GCS,DEF,0,0,0,0,,,14,,,,,,
728,1006130,B.Smith,Smith,WBD,MID/FWD,0,0,0,0,,,15,,,,,,
446,294557,L.Hunter,Hunter,MEL,MID,0,0,0,0,,,14,,,,,,
250,993940,C.Wagner,Wagner,FRE,DEF,0,0,0,0,,,13,,,,,,
670,997142,P.Ladhams,Ladhams,SYD,RUC,0,0,0,0,,,12,,,,,,
205,291783,D.Shiel,Shiel,ESS,MID,0,0,0,0,,,14,,,,,,
356,1001396,I.Cumming,Cumming,GWS,DEF/MID,0,0,0,0,,,12,,,,,,
125,1001028,J.Silvagni,Silvagni,CAR,FWD,0,0,0,0,,,14,,,,,,
53,1000932,T.Doedee,Doedee,BRL,DEF,0,0,0,0,,,12,,,,,,
500,997933,G.Logue,Logue,NTH,DEF,0,0,0,0,,,12,,,,,,
171,1011954,N.Bryan,Bryan,ESS,RUC,0,0,0,0,,,14,,,,,,
612,1002264,H.Clark,Clark,STK,MID,0,0,0,0,,,15,,,,,,
406,998390,C.Jiath,Jiath,HAW,DEF,0,0,0,0,,,15,,,,,,
452,298470,S.McAdam,McAdam,MEL,FWD,0,0,0,0,,,14,,,,,,
25,1008230,N.Murray,Murray,ADE,DEF,0,0,0,0,,,15,,,,,,
113,296190,J.Martin,Martin,CAR,FWD,40,40,40,0,,,14,,,,,,
40,1008384,R.Thilthorpe,Thilthorpe,ADE,FWD,0,0,0,0,,,15,,,,,,
157,297504,D.McStay,McStay,COL,FWD,0,0,0,0,,,15,,,,,,
514,1006137,C.Taylor,Taylor,NTH,MID/FWD,0,0,0,0,,,12,,,,,,
267,1013268,A.Davies,Davies,GCS,MID/FWD,98,98,98,0,720,Jmerc,14,,,,,,
216,998129,W.Brodie,Brodie,FRE,MID,0,0,0,0,,,13,,,,,,
380,992644,B.Preuss,Preuss,GWS,RUC,0,0,0,0,,,12,,,,,,
616,1002256,P.Dow,Dow,STK,MID,0,0,0,0,,,15,,,,,,
546,290527,T.McKenzie,McKenzie,PTA,DEF,0,0,0,0,,,13,,,,,,
328,1021103,M.Knevitt,Knevitt,GEE,MID,0,0,0,0,,,14,,,,,,
119,1017700,J.Motlop,Motlop,CAR,FWD,0,0,0,0,,,14,,,,,,
715,290797,A.Keath,Keath,WBD,DEF,52,52,52,0,,,15,,,,,,
710,997501,R.Gardner,Gardner,WBD,DEF,0,0,0,0,,,15,,,,,,
687,1020339,A.Sheldrick,Sheldrick,SYD,MID,0,0,0,0,,,12,,,,,,
431,291962,C.Wingard,Wingard,HAW,FWD,0,0,0,0,,,15,,,,,,
278,1005992,J.Jeffrey,Jeffrey,GCS,DEF/FWD,71,71,71,0,,,14,,,,,,
33,1008543,H.Schoenberg,Schoenberg,ADE,MID,0,0,0,0,,,15,,,,,,
660,990816,A.Francis,Francis,SYD,DEF,63,63,63,0,,,12,,,,,,
727,992048,A.Scott,Scott,WBD,MID/FWD,0,0,0,0,,,15,,,,,,
684,290188,S.Reid,Reid,SYD,FWD,0,0,0,0,,,12,,,,,,
237,1013220,N.O'Driscoll,O'Driscoll,FRE,MID,0,0,0,0,,,13,,,,,,
210,993806,S.Weideman,Weideman,ESS,FWD,0,0,0,0,,,14,,,,,,
634,1004985,B.Paton,Paton,STK,DEF,21,21,21,0,,,15,,,,,,
281,294013,S.Lemmens,Lemmens,GCS,DEF,0,0,0,0,,,14,,,,,,
664,295222,J.Hamling,Hamling,SYD,DEF,0,0,0,0,,,12,,,,,,
478,1017095,M.Bergman,Bergman,NTH,DEF,0,0,0,0,,,12,,,,,,
540,1012881,O.Lord,Lord,PTA,FWD,0,0,0,0,,,13,,,,,,
756,1020670,E.Hewett,Hewett,WCE,MID/FWD,0,0,0,0,,,14,,,,,,
303,293883,J.Bews,Bews,GEE,DEF,0,0,0,0,,,14,,,,,,
455,280824,J.Melksham,Melksham,MEL,FWD,0,0,0,0,,,14,,,,,,
466,1003546,J.Smith,Smith,MEL,FWD,0,0,0,0,,,14,,,,,,
288,1009320,H.Oea,Oea,GCS,MID/FWD,0,0,0,0,,,14,,,,,,
59,1003520,D.Joyce,Joyce,BRL,DEF,0,0,0,0,,,12,,,,,,
347,1015777,R.Angwin,Angwin,GWS,MID,0,0,0,0,,,12,,,,,,
170,1008975,K.Baldwin,Baldwin,ESS,DEF,0,0,0,0,,,14,,,,,,
371,290314,L.Keeffe,Keeffe,GWS,FWD,0,0,0,0,,,12,,,,,,
270,999715,J.Farrar,Farrar,GCS,DEF,0,0,0,0,,,14,,,,,,
392,1011839,J.Blanck,Blanck,HAW,DEF,0,0,0,0,,,15,,,,,,
548,999824,Q.Narkle,Narkle,PTA,FWD,0,0,0,0,,,13,,,,,,
746,1020802,J.Culley,Culley,WCE,MID/FWD,0,0,0,0,,,14,,,,,,
699,1015929,L.Cleary,Cleary,WBD,DEF,41,41,41,0,,,15,,,,,,
713,1020586,A.Jones,Jones,WBD,FWD,0,0,0,0,,,15,,,,,,
573,1009308,N.Cumberland,Cumberland,RIC,FWD,16,16,16,0,,,15,,,,,,
365,1017093,C.Hamilton,Hamilton,GWS,MID,0,0,0,0,,,12,,,,,,
740,1017718,R.Bazzo,Bazzo,WCE,DEF,0,0,0,0,,,14,,,,,,
285,1009189,J.Mahony,Mahony,GCS,MID/FWD,0,0,0,0,,,14,,,,,,
408,1029261,B.Macdonald,Macdonald,HAW,DEF,0,0,0,0,,,15,,,,,,
74,1009386,J.Prior,Prior,BRL,DEF,31,31,31,0,,,12,,,,,,
172,1027899,N.Caddy,Caddy,ESS,FWD,0,0,0,0,,,14,,,,,,
382,1021122,H.Rowston,Rowston,GWS,MID,0,0,0,0,,,12,,,,,,
279,1024666,L.Johnston,Johnston,GCS,DEF,42,42,42,0,,,14,,,,,,
274,1006087,C.Graham,Graham,GCS,DEF,0,0,0,0,,,14,,,,,,
572,1008616,M.Coulthard,Coulthard,RIC,FWD,0,0,0,0,,,15,,,,,,
361,1032042,P.Gothard,Gothard,GWS,FWD,0,0,0,0,,,12,,,,,,
497,1020979,C.Harvey,Harvey,NTH,FWD,0,0,0,0,,,12,,,,,,
78,1012127,B.Ryan,Ryan,BRL,FWD,0,0,0,0,,,12,,,,,,
673,1021200,L.McAndrew,McAndrew,SYD,RUC,0,0,0,0,,,12,,,,,,
529,294504,T.Clurey,Clurey,PTA,DEF,0,0,0,0,,,13,,,,,,
219,1005547,J.Corbett,Corbett,FRE,FWD,0,0,0,0,,,13,,,,,,
373,291509,A.Kennedy,Kennedy,GWS,DEF/FWD,0,0,0,0,,,12,,,,,,
701,1013996,J.Croft,Croft,WBD,FWD,0,0,0,0,,,15,,,,,,
557,1017128,D.Visentini,Visentini,PTA,RUC,75,75,75,0,,,13,,,,,,
661,1027901,W.Green,Green,SYD,RUC,0,0,0,0,,,12,,,,,,
774,1011449,Z.Trew,Trew,WCE,MID,0,0,0,0,,,14,,,,,,
401,1013093,D.Grainger-Barras,Grainger-Barras,HAW,DEF/FWD,0,0,0,0,,,15,,,,,,
359,1017751,J.Fahey,Fahey,GWS,MID,0,0,0,0,,,12,,,,,,
374,1032119,J.Leake,Leake,GWS,DEF,0,0,0,0,,,12,,,,,,
412,1022410,W.McCabe,McCabe,HAW,DEF,0,0,0,0,,,15,,,,,,
783,1002922,J.Bytel,Bytel,COL,MID,26,26,26,0,,,15,,,,,,
2,1023534,H.Bond,Bond,ADE,DEF,0,0,0,0,,,15,,,,,,
10,1015329,B.Dowling,Dowling,ADE,MID/FWD,0,0,0,0,,,15,,,,,,
38,1008752,K.Strachan,Strachan,ADE,RUC,0,0,0,0,,,15,,,,,,
39,1017065,Z.Taylor,Taylor,ADE,MID,0,0,0,0,,,15,,,,,,
49,1028105,S.Brain,Brain,BRL,FWD,36,36,36,0,,,12,,,,,,
60,1018296,K.Lane,Lane,BRL,RUC,0,0,0,0,,,12,,,,,,
65,1013978,J.Madden,Madden,BRL,DEF,0,0,0,0,,,12,,,,,,
70,1013260,C.Michael,Michael,BRL,DEF,0,0,0,0,,,12,,,,,,
80,1016189,H.Smith,Smith,BRL,RUC/FWD,0,0,0,0,,,12,,,,,,
88,1015830,D.Akuei,Akuei,CAR,DEF,0,0,0,0,,,14,,,,,,
103,297767,S.Durdin,Durdin,CAR,DEF,0,0,0,0,,,14,,,,,,
111,1020072,H.Lemmey,Lemmey,CAR,FWD,0,0,0,0,,,14,,,,,,
116,1023446,A.Mirkov,Mirkov,CAR,RUC,0,0,0,0,,,14,,,,,,
121,1023489,H.O'Keeffe,O'Keeffe,CAR,RUC,0,0,0,0,,,14,,,,,,
131,1022915,E.Allan,Allan,COL,MID,0,0,0,0,,,15,,,,,,
132,1015748,A.Begg,Begg,COL,RUC,0,0,0,0,,,15,,,,,,
134,1027021,J.Carmichael,Carmichael,COL,FWD,0,0,0,0,,,15,,,,,,
150,997254,N.Kreuger,Kreuger,COL,RUC/FWD,0,0,0,0,,,15,,,,,,
165,1008239,J.Richards,Richards,COL,FWD,107,107,107,0,716,Garter,15,,,,,,
166,1020104,J.Ryan,Ryan,COL,DEF,0,0,0,0,,,15,,,,,,
169,1022844,O.Steene,Steene,COL,RUC/FWD,0,0,0,0,,,15,,,,,,
175,1017961,J.Davey,Davey,ESS,FWD,0,0,0,0,,,14,,,,,,
183,1023487,L.Hayes,Hayes,ESS,DEF,0,0,0,0,,,14,,,,,,
187,1020424,J.Hunter,Hunter,ESS,FWD,0,0,0,0,,,14,,,,,,
209,1012521,T.Wanganeen,Wanganeen,ESS,FWD,0,0,0,0,,,14,,,,,,
222,1022927,H.Davies,Davies,FRE,DEF,0,0,0,0,,,13,,,,,,
233,1027701,M.Knobel,Knobel,FRE,RUC,0,0,0,0,,,13,,,,,,
234,1012048,S.Kuek,Kuek,FRE,FWD,0,0,0,0,,,13,,,,,,
240,1023346,L.Reidy,Reidy,FRE,RUC,0,0,0,0,,,13,,,,,,
245,1031801,E.Stanley,Stanley,FRE,MID,0,0,0,0,,,13,,,,,,
253,1017970,C.Williams,Williams,FRE,MID/FWD,0,0,0,0,,,13,,,,,,
262,1013315,S.Brock,Brock,GCS,DEF,0,0,0,0,,,14,,,,,,
271,1017089,O.Faulkhead,Faulkhead,GCS,MID/FWD,0,0,0,0,,,14,,,,,,
297,296280,J.Tsitas,Tsitas,GCS,FWD,0,0,0,0,,,14,,,,,,
309,1023542,T.Clohesy,Clohesy,GEE,FWD,0,0,0,0,,,14,,,,,,
317,1019945,P.Foster,Foster,GEE,FWD,0,0,0,0,,,14,,,,,,
321,1008825,M.Hardie,Hardie,GEE,MID,0,0,0,0,,,14,,,,,,
327,1005150,E.Jeka,Jeka,GEE,DEF,0,0,0,0,,,14,,,,,,
333,1027852,O.Murdoch,Murdoch,GEE,DEF,0,0,0,0,,,14,,,,,,
344,1011633,J.Willis,Willis,GEE,MID,0,0,0,0,,,14,,,,,,
358,1016140,W.Derksen,Derksen,GWS,FWD,0,0,0,0,,,12,,,,,,
364,1027921,M.Gruzewski,Gruzewski,GWS,FWD,0,0,0,0,,,12,,,,,,
375,1023743,N.Madden,Madden,GWS,RUC,0,0,0,0,,,12,,,,,,
383,1015862,C.Stone,Stone,GWS,FWD,34,34,34,0,,,12,,,,,,
391,1018106,J.Bennetts,Bennetts,HAW,FWD,0,0,0,0,,,15,,,,,,
419,1023531,J.O'Sullivan,O'Sullivan,HAW,FWD,0,0,0,0,,,15,,,,,,
426,1004948,C.Stephens,Stephens,HAW,MID,0,0,0,0,,,15,,,,,,
427,1027837,C.Tucker,Tucker,HAW,RUC,0,0,0,0,,,15,,,,,,
433,1023174,J.Adams,Adams,MEL,DEF,0,0,0,0,,,14,,,,,,
440,1030866,K.Farris-White,Farris-White,MEL,RUC,0,0,0,0,,,14,,,,,,
442,1013532,T.Fullarton,Fullarton,MEL,FWD,0,0,0,0,,,14,,,,,,
447,1023486,M.Jefferson,Jefferson,MEL,FWD,0,0,0,0,,,14,,,,,,
456,1013165,A.Moniz-Wakefield,Moniz-Wakefield,MEL,FWD,0,0,0,0,,,14,,,,,,
465,1029973,O.Sestan,Sestan,MEL,FWD,0,0,0,0,,,14,,,,,,
473,1015473,W.Verrall,Verrall,MEL,RUC,0,0,0,0,,,14,,,,,,
490,1020627,H.Free,Free,NTH,RUC,0,0,0,0,,,12,,,,,,
491,1023544,B.George,George,NTH,FWD,0,0,0,0,,,12,,,,,,
495,1023144,R.Hansen Jr,Hansen Jr,NTH,FWD,0,0,0,0,,,12,,,,,,
538,1015330,H.Jackson,Jackson,PTA,MID,0,0,0,0,,,13,,,,,,
542,1021276,K.Marshall,Marshall,PTA,DEF,0,0,0,0,,,13,,,,,,
544,1021296,T.McCallum,McCallum,PTA,DEF,0,0,0,0,,,13,,,,,,
553,1020066,T.Scully,Scully,PTA,FWD,0,0,0,0,,,13,,,,,,
554,1017078,J.Sinn,Sinn,PTA,MID,50,50,50,0,,,13,,,,,,
565,1021152,J.Bauer,Bauer,RIC,FWD,0,0,0,0,,,15,,,,,,
571,1021660,M.Colina,Colina,RIC,RUC/FWD,0,0,0,0,,,15,,,,,,
578,1023056,S.Green,Green,RIC,FWD,0,0,0,0,,,15,,,,,,
599,1022999,K.Smith,Smith,RIC,DEF,0,0,0,0,,,15,,,,,,
605,1015714,M.Allison,Allison,STK,FWD,0,0,0,0,,,15,,,,,,
611,290246,T.Campbell,Campbell,STK,RUC,0,0,0,0,,,15,,,,,,
620,1015886,M.Heath,Heath,STK,RUC/FWD,0,0,0,0,,,15,,,,,,
624,1027959,O.Hotton,Hotton,STK,MID/FWD,0,0,0,0,,,15,,,,,,
627,1015323,I.Keeler,Keeler,STK,FWD,0,0,0,0,,,15,,,,,,
630,1017077,A.McLennan,McLennan,STK,DEF,0,0,0,0,,,15,,,,,,
642,1023547,J.Van Es,Van Es,STK,DEF,0,0,0,0,,,15,,,,,,
651,1008460,H.Arnold,Arnold,SYD,DEF,0,0,0,0,,,12,,,,,,
653,1009392,J.Buller,Buller,SYD,FWD,0,0,0,0,,,12,,,,,,
657,1017757,W.Edwards,Edwards,SYD,DEF,0,0,0,0,,,12,,,,,,
669,1023530,J.Konstanty,Konstanty,SYD,FWD,0,0,0,0,,,12,,,,,,
672,1015457,J.Magor,Magor,SYD,DEF,0,0,0,0,,,12,,,,,,
689,1023498,C.Vickery,Vickery,SYD,DEF,0,0,0,0,,,12,,,,,,
694,1015822,D.Bedendo,Bedendo,WBD,MID,0,0,0,0,,,15,,,,,,
697,1023017,J.Busslinger,Busslinger,WBD,DEF,0,0,0,0,,,15,,,,,,
698,1023787,C.Clarke,Clarke,WBD,FWD,0,0,0,0,,,15,,,,,,
737,1020595,J.Baker,Baker,WCE,DEF,0,0,0,0,,,14,,,,,,
742,1023502,C.Burgiel,Burgiel,WCE,DEF,0,0,0,0,,,14,,,,,,
748,1023142,T.Dewar,Dewar,WCE,FWD,26,26,26,0,,,14,,,,,,
492,1031506,T.Goad,Goad,NTH,RUC,0,0,0,0,,,12,,,,,,
11,1028671,C.Edwards,Edwards,ADE,DEF/MID,0,0,0,0,,,15,,,,,,
32,1027893,O.Ryan,Ryan,ADE,DEF,0,0,0,0,,,15,,,,,,
62,1027985,L.Lloyd,Lloyd,BRL,FWD,0,0,0,0,,,12,,,,,,
82,1024187,R.Torrent,Torrent,BRL,MID,0,0,0,0,,,12,,,,,,
85,1032650,Z.Zakostelsky,Zakostelsky,BRL,DEF/RUC,0,0,0,0,,,12,,,,,,
117,1020097,A.Moir,Moir,CAR,FWD,0,0,0,0,,,14,,,,,,
129,1027678,B.Wilson,Wilson,CAR,DEF/MID,0,0,0,0,,,14,,,,,,
141,1027673,H.DeMattia,DeMattia,COL,MID,0,0,0,0,,,15,,,,,,
148,1032017,T.Jiath,Jiath,COL,DEF,0,0,0,0,,,15,,,,,,
192,1027706,L.Lual,Lual,ESS,DEF,0,0,0,0,,,14,,,,,,
203,1023515,A.Roberts,Roberts,ESS,DEF,0,0,0,0,,,14,,,,,,
223,1019975,J.Delean,Delean,FRE,FWD,0,0,0,0,,,13,,,,,,
236,1027990,O.Murphy,Murphy,FRE,DEF,0,0,0,0,,,13,,,,,,
316,1024304,M.Edwards,Edwards,GEE,RUC,0,0,0,0,,,14,,,,,,
326,1013464,L.Humphries,Humphries,GEE,DEF/MID,0,0,0,0,,,14,,,,,,
341,1023681,G.Stevens,Stevens,GEE,MID,0,0,0,0,,,14,,,,,,
345,1020881,O.Wiltshire,Wiltshire,GEE,MID/FWD,0,0,0,0,,,14,,,,,,
360,1032629,J.Fonti,Fonti,GWS,DEF,0,0,0,0,,,12,,,,,,
422,1022473,B.Ryan,Ryan,HAW,DEF,0,0,0,0,,,15,,,,,,
485,1028551,W.Dawson,Dawson,NTH,DEF/FWD,0,0,0,0,,,12,,,,,,
521,1027870,T.Anastasopoulos,Anastasopoulos,PTA,FWD,0,0,0,0,,,13,,,,,,
528,1014013,L.Charleson,Charleson,PTA,MID/FWD,0,0,0,0,,,13,,,,,,
541,1029262,W.Lorenz,Lorenz,PTA,MID/FWD,0,0,0,0,,,13,,,,,,
575,1022383,L.Fawcett,Fawcett,RIC,FWD,0,0,0,0,,,15,,,,,,
637,1024279,A.Schoenmaker,Schoenmaker,STK,DEF,0,0,0,0,,,15,,,,,,
655,1024057,C.Cleary,Cleary,SYD,MID,0,0,0,0,,,12,,,,,,
688,1024685,P.Snell,Snell,SYD,DEF/FWD,0,0,0,0,,,12,,,,,,
707,1027704,J.Freijah,Freijah,WBD,MID/FWD,63,63,63,0,,,15,,,,,,
729,1027702,L.Smith,Smith,WBD,RUC,0,0,0,0,,,15,,,,,,
755,1024188,C.Hall,Hall,WCE,MID,0,0,0,0,,,14,,,,,,
769,1027693,A.Reid,Reid,WCE,RUC/FWD,0,0,0,0,,,14,,,,,,
92,1027964,M.Carroll,Carroll,CAR,DEF,0,0,0,0,,,14,,,,,,
118,1035129,R.Monahan,Monahan,CAR,FWD,0,0,0,0,,,14,,,,,,
208,1027966,V.Visentini,Visentini,ESS,RUC,0,0,0,0,,,14,,,,,,
232,1028371,O.Jones,Jones,FRE,RUC,0,0,0,0,,,13,,,,,,
294,1019939,W.Rowlands,Rowlands,GCS,MID/FWD,0,0,0,0,,,14,,,,,,
318,1011944,J.Furphy,Furphy,GEE,RUC,0,0,0,0,,,14,,,,,,
387,1034066,N.Wardius,Wardius,GWS,FWD,0,0,0,0,,,12,,,,,,
438,1027949,K.Brown,Brown,MEL,MID/FWD,0,0,0,0,,,14,,,,,,
501,1031792,F.Maley,Maley,NTH,RUC/FWD,0,0,0,0,,,12,,,,,,
558,1029158,X.Walsh,Walsh,PTA,FWD,0,0,0,0,,,13,,,,,,
580,1035199,O.Hayes-Brown,Hayes-Brown,RIC,RUC,0,0,0,0,,,15,,,,,,
632,1035198,L.O'Connell,O'Connell,STK,DEF,0,0,0,0,,,15,,,,,,
668,1027058,I.Kirk,Kirk,SYD,MID,0,0,0,0,,,12,,,,,,
763,1028291,C.Livingstone,Livingstone,WCE,RUC/FWD,0,0,0,0,,,14,,,,,,
780,1035372,K.Gallagher,Gallagher,ADE,DEF,0,0,0,0,,,15,,,,,,
782,1015712,J.Eyre,Eyre,COL,DEF,0,0,0,0,,,15,,,,,,
785,1005052,E.Phillips,Phillips,HAW,DEF,0,0,0,0,,,15,,,,,,
788,1012873,W.Parker,Parker,COL,DEF,0,0,0,0,,,15,,,,,,
515,1005729,T.*** Thomas,*** Thomas,NTH,MID,0,0,0,0,,,12,,,,,,
436,298279,A.*** Brayshaw,*** Brayshaw,MEL,DEF/MID,0,0,0,0,,,14,,,,,,
35,270963,R.*** Sloane,*** Sloane,ADE,MID,0,0,0,0,,,15,,,,,,
161,1005107,N.*** Murphy,*** Murphy,COL,DEF,0,0,0,0,,,15,,,,,,
723,1024064,A.*** O'Driscoll,*** O'Driscoll,WBD,FWD,0,0,0,0,,,15,,,,,,
