"season","round","fixture","user_team_id","team","coach","team_score","opponent_team_id","opponent_team","opponent_coach","opponent_score","differential","win","draw","loss","position","points","wins","draws","losses","points_for","points_against","pcnt","sim_pos","sim_finals","sim_gfinal","sim_champ","sim_spoon"
2023,8,3,877,"Witts Creek","Simon",1942,876,"Deal or No Neale","Lester",1639,303,1,0,0,6,12,3,0,5,13568,13474,100.7,5.35,0.33159,0.15904,0.07298,0.13837
2023,8,2,875,"Obi Wines Kenobi","James",1781,874,"The Wog Boys","Anthony",1778,3,1,0,0,7,8,2,0,6,13497,14211,95,6.17,0.18284,0.09353,0.04294,0.27613
2023,8,4,879,"It’s Cumming Home","Jordan",1647,878,"Blue Steele","Luke",1826,-179,0,0,1,8,8,2,0,6,12754,13755,92.7,6.43,0.14284,0.06748,0.02782,0.34217
2023,9,3,878,"Blue Steele","Luke",1831,875,"Obi Wines Kenobi","James",1449,382,1,0,0,1,32,8,0,1,16228,15049,107.8,1.79,0.97872,0.52893,0.28723,2e-04
2023,9,1,874,"The Wog Boys","Anthony",1812,872,"CrimesOfGrundywald","Paul",1767,45,1,0,0,2,32,8,0,1,16203,15184,106.7,1.81,0.97842,0.52802,0.28594,0.00019
2023,9,2,873,"Sexual Barrassment","Mark",1854,876,"Deal or No Neale","Lester",1777,77,1,0,0,3,20,5,0,4,15357,15122,101.6,4,0.6616,0.26177,0.1151,0.02955
2023,9,2,876,"Deal or No Neale","Lester",1777,873,"Sexual Barrassment","Mark",1854,-77,0,0,1,4,16,4,0,5,15824,16057,98.5,4.63,0.50777,0.25074,0.12125,0.06065
2023,9,1,872,"CrimesOfGrundywald","Paul",1767,874,"The Wog Boys","Anthony",1812,-45,0,0,1,5,12,3,0,6,15558,15755,98.7,5.56,0.29065,0.14905,0.06954,0.1552
2023,9,4,877,"Witts Creek","Simon",1508,879,"It’s Cumming Home","Jordan",1794,-286,0,0,1,6,12,3,0,6,15076,15268,98.7,5.74,0.24697,0.1221,0.0547,0.17505
2023,9,4,879,"It’s Cumming Home","Jordan",1794,877,"Witts Creek","Simon",1508,286,1,0,0,7,12,3,0,6,14548,15263,95.3,5.94,0.21443,0.09759,0.0396,0.21294
2023,9,3,875,"Obi Wines Kenobi","James",1449,878,"Blue Steele","Luke",1831,-382,0,0,1,8,8,2,0,7,14946,16042,93.2,6.55,0.12144,0.0618,0.02664,0.36622
2023,10,2,874,"The Wog Boys","Anthony",1825,878,"Blue Steele","Luke",1814,11,1,0,0,1,36,9,0,1,18028,16998,106.1,1.58,0.99122,0.58509,0.32113,6e-05
2023,10,2,878,"Blue Steele","Luke",1814,874,"The Wog Boys","Anthony",1825,-11,0,0,1,2,32,8,0,2,18042,16874,106.9,2.05,0.97067,0.47445,0.25583,0.00023
2023,10,3,873,"Sexual Barrassment","Mark",1756,879,"It’s Cumming Home","Jordan",1694,62,1,0,0,3,24,6,0,4,17113,16816,101.8,3.62,0.7615,0.29117,0.12547,0.01217
2023,10,1,876,"Deal or No Neale","Lester",1818,872,"CrimesOfGrundywald","Paul",1644,174,1,0,0,4,20,5,0,5,17642,17701,99.7,4.18,0.62894,0.30848,0.14809,0.02831
2023,10,1,872,"CrimesOfGrundywald","Paul",1644,876,"Deal or No Neale","Lester",1818,-174,0,0,1,5,12,3,0,7,17202,17573,97.9,5.98,0.18675,0.10354,0.04805,0.21027
2023,10,4,875,"Obi Wines Kenobi","James",1929,877,"Witts Creek","Simon",1698,231,1,0,0,6,12,3,0,7,16875,17740,95.1,6.1,0.16982,0.08905,0.03958,0.23059
2023,10,4,877,"Witts Creek","Simon",1698,875,"Obi Wines Kenobi","James",1929,-231,0,0,1,7,12,3,0,7,16774,17197,97.5,6.15,0.15685,0.08154,0.03538,0.23169
2023,10,3,879,"It’s Cumming Home","Jordan",1694,873,"Sexual Barrassment","Mark",1756,-62,0,0,1,8,12,3,0,7,16242,17019,95.4,6.34,0.13425,0.06668,0.02647,0.28668
2023,11,3,874,"The Wog Boys","Anthony",1859,877,"Witts Creek","Simon",1817,42,1,0,0,1,40,10,0,1,19887,18815,105.7,1.48,0.99807,0.60447,0.33466,0
2023,11,1,878,"Blue Steele","Luke",1967,872,"CrimesOfGrundywald","Paul",1586,381,1,0,0,2,36,9,0,2,20009,18460,108.4,1.86,0.99204,0.5027,0.28399,1e-05
2023,11,2,876,"Deal or No Neale","Lester",1667,879,"It’s Cumming Home","Jordan",1661,6,1,0,0,3,24,6,0,5,19309,19362,99.7,3.75,0.75795,0.32451,0.1493,0.00861
2023,11,4,873,"Sexual Barrassment","Mark",1533,875,"Obi Wines Kenobi","James",1612,-79,0,0,1,4,24,6,0,5,18646,18428,101.2,4.02,0.69468,0.27437,0.10883,0.01424
2023,11,4,875,"Obi Wines Kenobi","James",1612,873,"Sexual Barrassment","Mark",1533,79,1,0,0,5,16,4,0,7,18487,19273,95.9,5.64,0.23874,0.119,0.04891,0.13105
2023,11,1,872,"CrimesOfGrundywald","Paul",1586,878,"Blue Steele","Luke",1967,-381,0,0,1,6,12,3,0,8,18788,19540,96.2,6.28,0.12389,0.07034,0.0307,0.25332
2023,11,3,877,"Witts Creek","Simon",1817,874,"The Wog Boys","Anthony",1859,-42,0,0,1,7,12,3,0,8,18591,19056,97.6,6.35,0.11394,0.06279,0.02733,0.25742
2023,11,2,879,"It’s Cumming Home","Jordan",1661,876,"Deal or No Neale","Lester",1667,-6,0,0,1,8,12,3,0,8,17903,18686,95.8,6.61,0.08069,0.04182,0.01628,0.33535
2023,12,4,874,"The Wog Boys","Anthony",1425,873,"Sexual Barrassment","Mark",1245,180,1,0,0,1,44,11,0,1,21312,20060,106.2,1.45,0.99978,0.59386,0.32421,0
2023,12,2,878,"Blue Steele","Luke",1655,877,"Witts Creek","Simon",1476,179,1,0,0,2,40,10,0,2,21664,19936,108.7,1.75,0.99864,0.51848,0.30322,0
2023,12,3,876,"Deal or No Neale","Lester",1544,875,"Obi Wines Kenobi","James",1261,283,1,0,0,3,28,7,0,5,20853,20623,101.1,3.36,0.88039,0.32957,0.1522,0.00175
2023,12,4,873,"Sexual Barrassment","Mark",1245,874,"The Wog Boys","Anthony",1425,-180,0,0,1,4,24,6,0,6,19891,19853,100.2,4.37,0.61754,0.27643,0.10454,0.01819
2023,12,1,872,"CrimesOfGrundywald","Paul",1433,879,"It’s Cumming Home","Jordan",1394,39,1,0,0,5,16,4,0,8,20221,20934,96.6,5.74,0.20294,0.11381,0.04813,0.1298
2023,12,3,875,"Obi Wines Kenobi","James",1261,876,"Deal or No Neale","Lester",1544,-283,0,0,1,6,16,4,0,8,19748,20817,94.9,5.95,0.16489,0.08922,0.03524,0.1627
2023,12,2,877,"Witts Creek","Simon",1476,878,"Blue Steele","Luke",1655,-179,0,0,1,7,12,3,0,9,20067,20711,96.9,6.53,0.08559,0.05074,0.02204,0.29251
2023,12,1,879,"It’s Cumming Home","Jordan",1394,872,"CrimesOfGrundywald","Paul",1433,-39,0,0,1,8,12,3,0,9,19297,20119,95.9,6.85,0.05023,0.02789,0.01042,0.39505
2023,13,3,878,"Blue Steele","Luke",1716,873,"Sexual Barrassment","Mark",1271,445,1,0,0,1,44,11,0,2,23380,21207,110.2,1.53,0.99994,0.61201,0.36924,0
2023,13,4,874,"The Wog Boys","Anthony",1524,876,"Deal or No Neale","Lester",1586,-62,0,0,1,2,44,11,0,2,22836,21646,105.5,1.66,0.9999,0.50413,0.2702,0
2023,13,4,876,"Deal or No Neale","Lester",1586,874,"The Wog Boys","Anthony",1524,62,1,0,0,3,32,8,0,5,22439,22147,101.3,3.07,0.9526,0.30781,0.14176,0.00036
2023,13,3,873,"Sexual Barrassment","Mark",1271,878,"Blue Steele","Luke",1716,-445,0,0,1,4,24,6,0,7,21162,21569,98.1,4.74,0.53448,0.26887,0.09612,0.03743
2023,13,1,872,"CrimesOfGrundywald","Paul",1704,877,"Witts Creek","Simon",1730,-26,0,0,1,5,16,4,0,9,21925,22664,96.7,6.06,0.15534,0.0963,0.04079,0.19833
2023,13,1,877,"Witts Creek","Simon",1730,872,"CrimesOfGrundywald","Paul",1704,26,1,0,0,6,16,4,0,9,21797,22415,97.2,6.08,0.15653,0.09715,0.04059,0.19568
2023,13,2,875,"Obi Wines Kenobi","James",1359,879,"It’s Cumming Home","Jordan",1435,-76,0,0,1,7,16,4,0,9,21107,22252,94.9,6.36,0.11096,0.06409,0.02424,0.26736
2023,13,2,879,"It’s Cumming Home","Jordan",1435,875,"Obi Wines Kenobi","James",1359,76,1,0,0,8,16,4,0,9,20732,21478,96.5,6.51,0.09025,0.04964,0.01706,0.30084
2023,14,4,878,"Blue Steele","Luke",1032,876,"Deal or No Neale","Lester",1342,-310,0,0,1,1,44,11,0,3,24412,22549,108.3,1.61,0.99992,0.56029,0.31801,0
2023,14,3,874,"The Wog Boys","Anthony",1201,879,"It’s Cumming Home","Jordan",1329,-128,0,0,1,2,44,11,0,3,24037,22975,104.6,1.74,0.99983,0.49028,0.26163,0
2023,14,4,876,"Deal or No Neale","Lester",1342,878,"Blue Steele","Luke",1032,310,1,0,0,3,36,9,0,5,23781,23179,102.6,2.78,0.97961,0.31283,0.15245,3e-05
2023,14,2,873,"Sexual Barrassment","Mark",1371,877,"Witts Creek","Simon",1648,-277,0,0,1,4,24,6,0,8,22533,23217,97.1,5.19,0.38845,0.23014,0.09142,0.07017
2023,14,2,877,"Witts Creek","Simon",1648,873,"Sexual Barrassment","Mark",1371,277,1,0,0,5,20,5,0,9,23445,23786,98.6,5.73,0.24247,0.15996,0.07406,0.13883
2023,14,1,875,"Obi Wines Kenobi","James",1425,872,"CrimesOfGrundywald","Paul",1398,27,1,0,0,6,20,5,0,9,22532,23650,95.3,6.07,0.16922,0.10589,0.04371,0.19917
2023,14,3,879,"It’s Cumming Home","Jordan",1329,874,"The Wog Boys","Anthony",1201,128,1,0,0,7,20,5,0,9,22061,22679,97.3,6.25,0.13536,0.08064,0.03088,0.2377
2023,14,1,872,"CrimesOfGrundywald","Paul",1398,875,"Obi Wines Kenobi","James",1425,-27,0,0,1,8,16,4,0,10,23323,24089,96.8,6.64,0.08514,0.05997,0.02784,0.3541
2023,15,4,878,"Blue Steele","Luke",1518,879,"It’s Cumming Home","Jordan",1483,35,1,0,0,1,48,12,0,3,25930,24032,107.9,1.27,1,0.69353,0.39863,0
2023,15,2,874,"The Wog Boys","Anthony",650,875,"Obi Wines Kenobi","James",1431,-781,0,0,1,2,44,11,0,4,24687,24406,101.2,2,0.99955,0.33948,0.16131,0
2023,15,3,876,"Deal or No Neale","Lester",1265,877,"Witts Creek","Simon",1479,-214,0,0,1,3,36,9,0,6,25046,24658,101.6,2.91,0.96844,0.30901,0.14901,9e-05
2023,15,3,877,"Witts Creek","Simon",1479,876,"Deal or No Neale","Lester",1265,214,1,0,0,4,24,6,0,9,24924,25051,99.5,5.28,0.36643,0.24387,0.11516,0.0828
2023,15,2,875,"Obi Wines Kenobi","James",1431,874,"The Wog Boys","Anthony",650,781,1,0,0,5,24,6,0,9,23963,24300,98.6,5.69,0.24822,0.15082,0.06268,0.13312
2023,15,1,873,"Sexual Barrassment","Mark",1234,872,"CrimesOfGrundywald","Paul",1478,-244,0,0,1,6,24,6,0,9,23767,24695,96.2,5.78,0.21932,0.13233,0.05439,0.1377
2023,15,1,872,"CrimesOfGrundywald","Paul",1478,873,"Sexual Barrassment","Mark",1234,244,1,0,0,7,20,5,0,10,24801,25323,97.9,6.28,0.12957,0.08827,0.04219,0.24338
2023,15,4,879,"It’s Cumming Home","Jordan",1483,878,"Blue Steele","Luke",1518,-35,0,0,1,8,20,5,0,10,23544,24197,97.3,6.79,0.06847,0.04269,0.01663,0.40291
2023,16,3,878,"Blue Steele","Luke",1495,875,"Obi Wines Kenobi","James",1664,-169,0,0,1,1,48,12,0,4,27425,25696,106.7,1.45,1,0.59942,0.3381,0
2023,16,1,874,"The Wog Boys","Anthony",1785,872,"CrimesOfGrundywald","Paul",1555,230,1,0,0,2,48,12,0,4,26472,25961,102,1.68,1,0.43245,0.21137,0
2023,16,2,876,"Deal or No Neale","Lester",1767,873,"Sexual Barrassment","Mark",1787,-20,0,0,1,3,36,9,0,7,26813,26445,101.4,3.18,0.94073,0.33053,0.16197,2e-05
2023,16,4,877,"Witts Creek","Simon",1749,879,"It’s Cumming Home","Jordan",1639,110,1,0,0,4,28,7,0,9,26673,26690,99.9,4.85,0.45071,0.27905,0.1364,0.01891
2023,16,3,875,"Obi Wines Kenobi","James",1664,878,"Blue Steele","Luke",1495,169,1,0,0,5,28,7,0,9,25627,25795,99.3,5.35,0.28455,0.16154,0.06787,0.05415
2023,16,2,873,"Sexual Barrassment","Mark",1787,876,"Deal or No Neale","Lester",1767,20,1,0,0,6,28,7,0,9,25554,26462,96.6,5.37,0.27356,0.16339,0.06838,0.04867
2023,16,1,872,"CrimesOfGrundywald","Paul",1555,874,"The Wog Boys","Anthony",1785,-230,0,0,1,7,20,5,0,11,26356,27108,97.2,6.86,0.03787,0.02567,0.01275,0.34071
2023,16,4,879,"It’s Cumming Home","Jordan",1639,877,"Witts Creek","Simon",1749,-110,0,0,1,8,20,5,0,11,25183,25946,97.1,7.27,0.01258,0.00795,0.00316,0.53754
2023,17,2,878,"Blue Steele","Luke",1939,874,"The Wog Boys","Anthony",1819,120,1,0,0,1,52,13,0,4,29364,27515,106.7,1.16,1,0.74162,0.43112,0
2023,17,2,874,"The Wog Boys","Anthony",1819,878,"Blue Steele","Luke",1939,-120,0,0,1,2,48,12,0,5,28291,27900,101.4,1.91,1,0.31955,0.15427,0
2023,17,1,876,"Deal or No Neale","Lester",1647,872,"CrimesOfGrundywald","Paul",1658,-11,0,0,1,3,36,9,0,8,28460,28103,101.3,3.43,0.87791,0.3248,0.15325,1e-05
2023,17,3,873,"Sexual Barrassment","Mark",1884,879,"It’s Cumming Home","Jordan",1790,94,1,0,0,4,32,8,0,9,27438,28252,97.1,4.88,0.42313,0.22978,0.09392,0.00765
2023,17,4,875,"Obi Wines Kenobi","James",1778,877,"Witts Creek","Simon",1725,53,1,0,0,5,32,8,0,9,27405,27520,99.6,4.9,0.40337,0.19959,0.07981,0.01895
2023,17,4,877,"Witts Creek","Simon",1725,875,"Obi Wines Kenobi","James",1778,-53,0,0,1,6,28,7,0,10,28398,28468,99.8,5.42,0.24499,0.15159,0.07236,0.0219
2023,17,1,872,"CrimesOfGrundywald","Paul",1658,876,"Deal or No Neale","Lester",1647,11,1,0,0,7,24,6,0,11,28014,28755,97.4,6.58,0.05002,0.0327,0.01514,0.1727
2023,17,3,879,"It’s Cumming Home","Jordan",1790,873,"Sexual Barrassment","Mark",1884,-94,0,0,1,8,20,5,0,12,26973,27830,96.9,7.72,0.00058,0.00037,0.00013,0.77879
2023,18,1,878,"Blue Steele","Luke",1556,872,"CrimesOfGrundywald","Paul",1953,-397,0,0,1,1,52,13,0,5,30920,29468,104.9,1.37,1,0.62898,0.3599,0
2023,18,3,874,"The Wog Boys","Anthony",1946,877,"Witts Creek","Simon",1674,272,1,0,0,2,52,13,0,5,30237,29574,102.2,1.67,1,0.43663,0.22081,0
2023,18,2,876,"Deal or No Neale","Lester",1852,879,"It’s Cumming Home","Jordan",1678,174,1,0,0,3,40,10,0,8,30312,29781,101.8,3.15,0.97089,0.32562,0.16114,0
2023,18,4,875,"Obi Wines Kenobi","James",1659,873,"Sexual Barrassment","Mark",1576,83,1,0,0,4,36,9,0,9,29064,29096,99.9,4.37,0.63456,0.34209,0.13711,0
2023,18,4,873,"Sexual Barrassment","Mark",1576,875,"Obi Wines Kenobi","James",1659,-83,0,0,1,5,32,8,0,10,29014,29911,97,5.44,0.2042,0.13152,0.05548,0.00941
2023,18,3,877,"Witts Creek","Simon",1674,874,"The Wog Boys","Anthony",1946,-272,0,0,1,6,28,7,0,11,30072,30414,98.9,5.99,0.08743,0.06341,0.03108,0.016
2023,18,1,872,"CrimesOfGrundywald","Paul",1953,878,"Blue Steele","Luke",1556,397,1,0,0,7,28,7,0,11,29967,30311,98.9,6.06,0.10292,0.07175,0.03448,0.03274
2023,18,2,879,"It’s Cumming Home","Jordan",1678,876,"Deal or No Neale","Lester",1852,-174,0,0,1,8,20,5,0,13,28651,29682,96.5,7.94,0,0,0,0.94185
2023,19,4,874,"The Wog Boys","Anthony",1867,873,"Sexual Barrassment","Mark",1500,367,1,0,0,1,56,14,0,5,32104,31074,103.3,1.31,1,0.60813,0.31552,0
2023,19,2,878,"Blue Steele","Luke",1637,877,"Witts Creek","Simon",1905,-268,0,0,1,2,52,13,0,6,32557,31373,103.8,1.79,1,0.44526,0.24805,0
2023,19,3,876,"Deal or No Neale","Lester",2018,875,"Obi Wines Kenobi","James",1641,377,1,0,0,3,44,11,0,8,32330,31422,102.9,2.9,1,0.27532,0.14667,0
2023,19,3,875,"Obi Wines Kenobi","James",1641,876,"Deal or No Neale","Lester",2018,-377,0,0,1,4,36,9,0,10,30705,31114,98.7,4.63,0.55853,0.35894,0.14412,0
2023,19,2,877,"Witts Creek","Simon",1905,878,"Blue Steele","Luke",1637,268,1,0,0,5,32,8,0,11,31977,32051,99.8,5.24,0.26864,0.19641,0.0968,0
2023,19,4,873,"Sexual Barrassment","Mark",1500,874,"The Wog Boys","Anthony",1867,-367,0,0,1,6,32,8,0,11,30514,31778,96,5.79,0.12932,0.08501,0.03481,0.03612
2023,19,1,872,"CrimesOfGrundywald","Paul",1552,879,"It’s Cumming Home","Jordan",1653,-101,0,0,1,7,28,7,0,12,31519,31964,98.6,6.45,0.04351,0.03093,0.01403,0.06359
2023,19,1,879,"It’s Cumming Home","Jordan",1653,872,"CrimesOfGrundywald","Paul",1552,101,1,0,0,8,24,6,0,13,30304,31234,97,7.89,0,0,0,0.90029
2023,20,4,874,"The Wog Boys","Anthony",1865,876,"Deal or No Neale","Lester",1798,67,1,0,0,1,60,15,0,5,33969,32872,103.3,1.25,1,0.64576,0.33641,0
2023,20,3,878,"Blue Steele","Luke",1898,873,"Sexual Barrassment","Mark",1626,272,1,0,0,2,56,14,0,6,34455,32999,104.4,1.75,1,0.4283,0.24423,0
2023,20,4,876,"Deal or No Neale","Lester",1798,874,"The Wog Boys","Anthony",1865,-67,0,0,1,3,44,11,0,9,34128,33287,102.5,3,1,0.27385,0.14695,0
2023,20,2,875,"Obi Wines Kenobi","James",1723,879,"It’s Cumming Home","Jordan",1625,98,1,0,0,4,40,10,0,10,32428,32739,99.1,4.25,0.74942,0.46929,0.18434,0
2023,20,1,877,"Witts Creek","Simon",1760,872,"CrimesOfGrundywald","Paul",1645,115,1,0,0,5,36,9,0,11,33737,33696,100.1,4.75,0.25058,0.1828,0.08807,0
2023,20,3,873,"Sexual Barrassment","Mark",1626,878,"Blue Steele","Luke",1898,-272,0,0,1,6,32,8,0,12,32140,33676,95.4,6.25,0,0,0,0
2023,20,1,872,"CrimesOfGrundywald","Paul",1645,877,"Witts Creek","Simon",1760,-115,0,0,1,7,28,7,0,13,33164,33724,98.3,6.75,0,0,0,0
2023,20,2,879,"It’s Cumming Home","Jordan",1625,875,"Obi Wines Kenobi","James",1723,-98,0,0,1,8,24,6,0,14,31929,32957,96.9,8,0,0,0,1
2023,21,3,874,"The Wog Boys","Anthony",1716,879,"It’s Cumming Home","Jordan",1697,19,1,0,0,1,64,16,0,5,35685,34569,103.2,1,1,0.78442,0.4198,0
2023,21,4,878,"Blue Steele","Luke",1814,876,"Deal or No Neale","Lester",1843,-29,0,0,1,2,56,14,0,7,36269,34842,104.1,2,1,0.31416,0.18106,0
2023,21,4,876,"Deal or No Neale","Lester",1843,878,"Blue Steele","Luke",1814,29,1,0,0,3,48,12,0,9,35971,35101,102.5,3,1,0.27875,0.15362,0
2023,21,1,875,"Obi Wines Kenobi","James",1729,872,"CrimesOfGrundywald","Paul",1744,-15,0,0,1,4,40,10,0,11,34157,34483,99.1,4,1,0.62267,0.24552,0
2023,21,2,877,"Witts Creek","Simon",1651,873,"Sexual Barrassment","Mark",1707,-56,0,0,1,5,36,9,0,12,35388,35403,100,5,0,0,0,0
2023,21,2,873,"Sexual Barrassment","Mark",1707,877,"Witts Creek","Simon",1651,56,1,0,0,6,36,9,0,12,33847,35327,95.8,6,0,0,0,0
2023,21,1,872,"CrimesOfGrundywald","Paul",1744,875,"Obi Wines Kenobi","James",1729,15,1,0,0,7,32,8,0,13,34908,35453,98.5,7,0,0,0,0
2023,21,3,879,"It’s Cumming Home","Jordan",1697,874,"The Wog Boys","Anthony",1716,-19,0,0,1,8,24,6,0,15,33626,34673,97,8,0,0,0,1
2023,22,1,874,"The Wog Boys","Anthony",1946,878,"Blue Steele","Luke",1831,115,1,0,0,1,,,,,,,,,,,,
2023,22,1,878,"Blue Steele","Luke",1831,874,"The Wog Boys","Anthony",1946,-115,0,0,1,2,,,,,,,,,,,,
2023,22,2,876,"Deal or No Neale","Lester",1815,875,"Obi Wines Kenobi","James",1621,194,1,0,0,3,,,,,,,,,,,,
2023,22,2,875,"Obi Wines Kenobi","James",1621,876,"Deal or No Neale","Lester",1815,-194,0,0,1,4,,,,,,,,,,,,
2023,23,1,878,"Blue Steele","Luke",1899,876,"Deal or No Neale","Lester",1651,248,1,0,0,2,,,,,,,,,,,,
2023,23,1,876,"Deal or No Neale","Lester",1651,878,"Blue Steele","Luke",1899,-248,0,0,1,3,,,,,,,,,,,,
2023,24,1,878,"Blue Steele","Luke",2062,874,"The Wog Boys","Anthony",1982,80,1,0,0,1,,,,,,,,,,,,
2023,24,1,874,"The Wog Boys","Anthony",1982,878,"Blue Steele","Luke",2062,-80,0,0,1,2,,,,,,,,,,,,
2024,1,2,716,"The Gulden Girls","James",1946,715,"Colonel Sanders","Anthony",1559,387,1,0,0,1,4,1,0,0,1946,1559,124.8,4,0.59072,0.303,0.15357,0.08131
2024,1,1,713,"Toby or Not To Be","Paul",1884,714,"Need for Sheed","Mark",1640,244,1,0,0,2,4,1,0,0,1884,1640,114.9,4.03,0.58552,0.29644,0.15044,0.08226
2024,1,4,719,"He is HIMmelberg","Luke",1872,720,"StupidSexyFlanders","Jordan",1682,190,1,0,0,3,4,1,0,0,1872,1682,111.3,4.04,0.58429,0.29435,0.14857,0.08376
2024,1,3,718,"Wilkie Wonka","Simon",1819,717,"Baby Got Trac","Lester",1529,290,1,0,0,4,4,1,0,0,1819,1529,119,4.06,0.58338,0.29267,0.14715,0.08486
2024,1,4,720,"StupidSexyFlanders","Jordan",1682,719,"He is HIMmelberg","Luke",1872,-190,0,0,1,5,0,0,0,1,1682,1872,89.9,4.93,0.42108,0.20976,0.10312,0.16221
2024,1,1,714,"Need for Sheed","Mark",1640,713,"Toby or Not To Be","Paul",1884,-244,0,0,1,6,0,0,0,1,1640,1884,87,4.96,0.41361,0.20232,0.09952,0.1662
2024,1,2,715,"Colonel Sanders","Anthony",1559,716,"The Gulden Girls","James",1946,-387,0,0,1,7,0,0,0,1,1559,1946,80.1,4.97,0.41426,0.20349,0.10088,0.16786
2024,1,3,717,"Baby Got Trac","Lester",1529,718,"Wilkie Wonka","Simon",1819,-290,0,0,1,8,0,0,0,1,1529,1819,84.1,5,0.40714,0.19797,0.09675,0.17154
2024,2,1,713,"Toby or Not To Be","Paul",1851,715,"Colonel Sanders","Anthony",1596,255,1,0,0,1,8,2,0,0,3735,3236,115.4,3.54,0.6778,0.35436,0.1852,0.04825
2024,2,3,716,"The Gulden Girls","James",1660,719,"He is HIMmelberg","Luke",1503,157,1,0,0,2,8,2,0,0,3606,3062,117.8,3.59,0.67027,0.34437,0.17632,0.05075
2024,2,4,718,"Wilkie Wonka","Simon",1683,720,"StupidSexyFlanders","Jordan",1521,162,1,0,0,3,8,2,0,0,3502,3050,114.8,3.62,0.66255,0.33354,0.16733,0.05254
2024,2,3,719,"He is HIMmelberg","Luke",1503,716,"The Gulden Girls","James",1660,-157,0,0,1,4,4,1,0,1,3375,3342,101,4.49,0.50236,0.24542,0.1212,0.109
2024,2,2,717,"Baby Got Trac","Lester",1637,714,"Need for Sheed","Mark",1583,54,1,0,0,5,4,1,0,1,3166,3402,93.1,4.57,0.48537,0.23101,0.11008,0.11462
2024,2,2,714,"Need for Sheed","Mark",1583,717,"Baby Got Trac","Lester",1637,-54,0,0,1,6,0,0,0,2,3223,3521,91.5,5.38,0.33681,0.16408,0.07988,0.20598
2024,2,4,720,"StupidSexyFlanders","Jordan",1521,718,"Wilkie Wonka","Simon",1683,-162,0,0,1,7,0,0,0,2,3203,3555,90.1,5.39,0.33416,0.16526,0.08263,0.20793
2024,2,1,715,"Colonel Sanders","Anthony",1596,713,"Toby or Not To Be","Paul",1851,-255,0,0,1,8,0,0,0,2,3155,3797,83.1,5.42,0.33068,0.16196,0.07736,0.21093
2024,3,4,716,"The Gulden Girls","James",1799,718,"Wilkie Wonka","Simon",1714,85,1,0,0,1,12,3,0,0,5405,4776,113.2,3.13,0.75475,0.39524,0.20282,0.02715
2024,3,1,713,"Toby or Not To Be","Paul",1665,717,"Baby Got Trac","Lester",1186,479,1,0,0,2,12,3,0,0,5400,4422,122.1,3.13,0.7542,0.39675,0.20527,0.02652
2024,3,4,718,"Wilkie Wonka","Simon",1714,716,"The Gulden Girls","James",1799,-85,0,0,1,3,8,2,0,1,5216,4849,107.6,4,0.59661,0.29629,0.14869,0.06484
2024,3,2,719,"He is HIMmelberg","Luke",1806,715,"Colonel Sanders","Anthony",1708,98,1,0,0,4,8,2,0,1,5181,5050,102.6,4.02,0.59353,0.29235,0.14498,0.06465
2024,3,3,714,"Need for Sheed","Mark",1704,720,"StupidSexyFlanders","Jordan",1566,138,1,0,0,5,4,1,0,2,4927,5087,96.9,4.94,0.41286,0.19809,0.09811,0.13602
2024,3,1,717,"Baby Got Trac","Lester",1186,713,"Toby or Not To Be","Paul",1665,-479,0,0,1,6,4,1,0,2,4352,5067,85.9,5.16,0.37399,0.1674,0.07546,0.16348
2024,3,2,715,"Colonel Sanders","Anthony",1708,719,"He is HIMmelberg","Luke",1806,-98,0,0,1,7,0,0,0,3,4863,5603,86.8,5.79,0.25908,0.12855,0.06302,0.25656
2024,3,3,720,"StupidSexyFlanders","Jordan",1566,714,"Need for Sheed","Mark",1704,-138,0,0,1,8,0,0,0,3,4769,5259,90.7,5.82,0.25498,0.12533,0.06165,0.26078
2024,4,1,713,"Toby or Not To Be","Paul",1713,719,"He is HIMmelberg","Luke",1667,46,1,0,0,1,16,4,0,0,7113,6089,116.8,2.72,0.81613,0.4443,0.22952,0.01827
2024,4,4,716,"The Gulden Girls","James",1626,714,"Need for Sheed","Mark",1668,-42,0,0,1,2,12,3,0,1,7031,6444,109.1,3.51,0.68798,0.34797,0.17894,0.04425
2024,4,3,718,"Wilkie Wonka","Simon",1743,715,"Colonel Sanders","Anthony",1797,-54,0,0,1,3,8,2,0,2,6959,6646,104.7,4.4,0.52112,0.26008,0.13333,0.09553
2024,4,1,719,"He is HIMmelberg","Luke",1667,713,"Toby or Not To Be","Paul",1713,-46,0,0,1,4,8,2,0,2,6848,6763,101.3,4.46,0.51086,0.24857,0.12341,0.10301
2024,4,4,714,"Need for Sheed","Mark",1668,716,"The Gulden Girls","James",1626,42,1,0,0,5,8,2,0,2,6595,6713,98.2,4.55,0.49362,0.2313,0.11108,0.10879
2024,4,2,720,"StupidSexyFlanders","Jordan",1947,717,"Baby Got Trac","Lester",1692,255,1,0,0,6,4,1,0,3,6716,6951,96.6,5.36,0.33731,0.16941,0.08316,0.19456
2024,4,3,715,"Colonel Sanders","Anthony",1797,718,"Wilkie Wonka","Simon",1743,54,1,0,0,7,4,1,0,3,6660,7346,90.7,5.39,0.3358,0.1647,0.08081,0.20226
