"playerName","playerId","teamAbbr","salarySuperCoach","positionSuperCoach","ownershipSuperCoach","pricedAt","age","playerIdVoid","gms","subCount","kicks","handballs","marks","tackles","hitouts","ruckContestPercentage","goals","centreBounceAttendancePercentage","kickins","playOnPercentage","timeOnGroundPercentage","FP","consistency","FPadj","FPfirst","FPsecond","FPreg","FPfin","maxFP","minFP","pointsPerMinute","gm100","gm120","gmSub90","cbaPre","kiPre","poPre","togPre","fpPre","ppmPre","changeOwn","dollarsPerPoint","rankSalary","rankReg","rankAdj","rankFirst","rankSecond","feedID"
"Stephen Coniglio","CD_I291969","GWS",427800,"MID",0.4,79.4,31,"CD_I291969","15",,"11.3","9.8","1.9","3.3","0.0","0","0.3","63","0",,"74","73.1","0.426","80.4","89.0","64.0","79.4","32.0","113","9","0.78","3","0","8","54","0",,"78","66.0","0.69",0,"5388",80,"80","81","53","120",291969
"Jaxon Binns","CD_I1023533","CAR",171000,"MID",0.7,31.7,20,"CD_I1023533","3","1","8.3","3.7","2.0","2.0","0.0","0","0.7","0","0",,"63","45.3","0.583","64.0","8.0","64.0","45.3",,"66","8","0.58","0","0","3","0","0",,"45","12.0","0.22",0,"3775",190,"168","142","177","120",1023533
"Changkuoth Jiath","CD_I998390","HAW",310600,"MID",0.5,57.6,25,"CD_I998390","11",,"6.9","5.0","3.0","2.0","0.0","0","0.3","0","0",,"74","57.6","0.281","57.6","41.0","63.9","57.6",,"93","34","0.63","0","0","10",,,,,,,0,"5392",140,"144","161","161","123",998390
"Bradley Hill","CD_I295584","STK",388500,"FWD/MID",0.7,72.1,31,"CD_I295584","22",,"12.4","7.0","5.4","1.6","0.0","0","0.3","0","4","100","83","72.1","0.292","72.1","79.7","63.0","72.1",,"132","34","0.71","2","1","19","0","0",,"83","91.0","0.91",0,"5388",100,"100","110","82","124",295584
"Jeremy Sharp","CD_I1009380","FRE",376900,"MID",0.5,69.9,23,"CD_I1009380","23",,"12.5","5.7","5.7","1.1","0.0","0","0.4","0","0",,"89","70.0","0.34","70.0","76.3","63.0","70.0",,"126","14","0.64","2","1","20","0","0",,"77","51.0","0.57",0,"5384",104,"105","119","88","124",1009380
"Nick Holman","CD_I297456","GCS",289900,"FWD/MID",1.1,53.8,29,"CD_I297456","21",,"5.1","6.0","2.0","3.8","0.0","0","0.5","0","0",,"81","53.8","0.339","53.8","45.8","62.6","53.8",,"93","30","0.54","0","0","20","0","0",,"81","44.0","0.44",0,"5388",147,"151","173","153","126",297456
"Tanner Bruhn","CD_I1012805","GEE",393700,"MID",0.4,73,22,"CD_I1012805","17",,"9.8","7.6","2.3","4.2","0.0","0","0.3","57","0",,"61","72.3","0.364","78.5","78.7","61.8","73.1","66.5","115","14","0.92","3","0","13","56","0",,"66","57.0","0.72",0,"5386",98,"98","90","84","127",1012805
"Jackson Mead","CD_I1005326","PTA",328900,"FWD/MID",0.3,61,23,"CD_I1005326","26","3","7.8","6.3","3.0","3.0","0.0","0","0.2","18","0",,"72","58.0","0.409","62.2","60.7","61.5","61.0","34.3","105","10","0.65","2","0","23","28","0",,"72","112.0","1.33",0,"5392",131,"133","147","128","128",1005326
"James Jordon","CD_I1013409","SYD",365700,"FWD/MID",0.5,67.8,24,"CD_I1013409","26",,"6.9","7.8","3.3","3.3","0.0","0","0.3","7","0",,"83","66.6","0.297","66.6","75.6","60.8","67.9","56.7","114","21","0.64","1","0","25","25","0",,"84","115.0","1.19",0,"5386",111,"113","129","91","129",1013409
"Jaspa Fletcher","CD_I1023708","BRL",346300,"MID",0.4,64.2,20,"CD_I1023708","27","1","8.1","6.4","4.9","1.9","0.0","0","0.2","0","1","0","74","64.1","0.271","65.3","68.0","60.8","64.3","63.3","90","32","0.68","0","0","25","0","0",,"76","57.0","0.65",0,"5386",120,"124","134","109","129",1023708
"Matthew Johnson","CD_I1016825","FRE",341500,"MID",0.1,63.4,21,"CD_I1016825","19","1","8.0","7.9","3.6","3.1","0.0","0","0.2","22","0",,"67","63.4","0.394","66.6","65.3","60.8","63.4",,"108","20","0.77","1","0","17","8","0",,"57","73.0","1.10",0,"5386",124,"127","129","116","129",1016825
"Will Graham","CD_I1026960","GCS",341700,"MID",0.1,63.4,19,"CD_I1026960","17","2","5.4","7.5","1.8","4.8","0.0","0","0.5","41","0",,"68","63.4","0.378","70.6","68.3","60.7","63.4",,"95","2","0.75","0","0","14","14","0",,"20","24.0","0.97",0,"5390",123,"127","118","108","132",1026960
"Jack Ross","CD_I1006133","RIC",310400,"MID",0.4,57.6,24,"CD_I1006133","7","1","8.1","10.0","3.7","1.7","0.0","0","0.1","32","0",,"72","64.0","0.331","69.0","65.6","60.0","64.0",,"101","34","0.72","1","0","6","22","0",,"20","15.0","0.65",0,"4850",142,"125","123","115","133",1006133
"Darcy Wilson","CD_I1027875","STK",351900,"FWD/MID",1.9,65.3,19,"CD_I1027875","23",,"9.2","6.2","4.3","2.1","0.0","0","0.7","0","0",,"80","65.3","0.344","65.3","71.0","59.1","65.3",,"126","25","0.68","1","1","20","0","0",,"79","106.0","1.12",0,"5389",116,"119","134","101","134",1027875
"Nat Fyfe","CD_I291570","FRE",372800,"MID",0.4,69.2,33,"CD_I291570","22","1","6.3","13.1","2.4","2.3","0.0","0","0.2","60","0",,"70","69.2","0.352","71.7","77.7","59.0","69.2",,"119","17","0.80","4","0","17","76","0",,"75","72.0","0.82",0,"5387",108,"109","112","87","135",291570
"Paddy Dow","CD_I1002256","STK",327100,"MID",0.2,60.7,25,"CD_I1002256","10","1","7.3","8.9","2.5","3.5","0.0","0","0.3","65","0",,"63","60.7","0.357","64.2","64.7","59.0","60.7",,"109","29","0.80","1","0","9",,,,,,,0.1,"5389",134,"136","141","118","135",1002256
"Tom Sparrow","CD_I999391","MEL",348200,"MID",0.2,64.6,24,"CD_I999391","21",,"9.2","5.7","3.5","3.6","0.0","0","0.3","38","0",,"72","64.6","0.292","67.1","69.2","58.6","64.6",,"97","16","0.73","0","0","19","36","0",,"83","112.0","1.10",0,"5390",118,"121","126","105","137",999391
"Ryley Sanders","CD_I1017939","WBD",339100,"FWD/MID",22.5,62.9,20,"CD_I1017939","14","2","6.4","10.1","2.4","4.6","0.0","0","0.0","28","0",,"66","62.9","0.347","68.3","66.6","58.0","62.9",,"99","15","0.76","0","0","12","17","0",,"80","86.0","0.87",0.2,"5391",125,"129","125","111","138",1017939
"Jacob Wehr","CD_I1004530","GWS",298300,"MID",0.1,55.3,26,"CD_I1004530","11",,"8.5","5.4","3.5","1.9","0.0","0","0.0","0","0",,"82","55.4","0.149","55.4","55.2","57.0","55.4",,"70","46","0.53","0","0","11","0","0",,"89","55.0","0.50",0,"5384",144,"148","168","138","139",1004530
"Cam Mackenzie","CD_I1023482","HAW",327900,"MID",1,60.8,21,"CD_I1023482","20",,"8.1","6.9","2.7","2.5","0.0","0","0.5","26","0",,"69","60.9","0.342","64.9","63.8","56.5","60.9",,"97","24","0.72","0","0","19","13","0",,"85","90.0","0.86",0,"5384",133,"134","138","120","140",1023482
"Braeden Campbell","CD_I1013133","SYD",269700,"MID",0.6,50,23,"CD_I1013133","23","6","6.9","3.5","3.2","2.3","0.0","0","0.2","0","1","100","61","48.2","0.488","58.9","42.9","55.9","50.1","36.0","88","1","0.64","0","0","23","0","1","100","76","62.0","0.71",0,"5383",156,"159","156","157","141",1013133
"Jack Billings","CD_I296351","MEL",310500,"FWD/MID",0.3,57.6,29,"CD_I296351","16","3","9.5","6.1","4.6","1.8","0.0","0","0.3","0","0",,"68","57.6","0.451","65.3","59.5","54.5","57.6",,"119","11","0.67","1","0","15","0","0",,"76","91.0","0.98",0,"5391",141,"144","134","132","142",296351
"Sam Banks","CD_I1013197","RIC",252500,"MID",0.2,46.8,21,"CD_I1013197","15","3","7.4","4.6","2.3","1.5","0.0","0","0.1","0","1","100","62","46.9","0.486","54.1","36.5","53.8","46.9",,"99","12","0.61","0","0","14",,,,,,,0,"5384",163,"164","171","166","143",1013197
"Marcus Windhager","CD_I1023270","STK",385100,"MID",0.2,71.4,21,"CD_I1023270","15",,"9.0","9.1","2.4","5.1","0.0","0","0.0","59","0",,"79","71.5","0.332","71.5","78.0","53.5","71.5",,"111","31","0.75","2","0","11",,,,,,,0,"5386",101,"101","114","85","144",1023270
"Josh Ward","CD_I1017110","HAW",284500,"MID",0.3,52.8,21,"CD_I1017110","12",,"8.0","6.9","4.1","2.3","0.0","0","0.1","24","0",,"74","56.5","0.381","56.5","52.3","53.5","52.8","75.0","100","16","0.61","1","0","11","23","0",,"73","38.0","0.42",0,"5388",149,"153","164","146","144",1017110
"Jhye Clark","CD_I1023537","GEE",237400,"MID",0.5,44,20,"CD_I1023537","15","3","7.0","5.2","1.7","2.9","0.0","0","0.1","38","0",,"56","44.1","0.579","52.8","39.6","53.0","44.1",,"85","2","0.62","0","0","15","64","0",,"69","86.0","1.04",0,"5383",172,"172","175","162","146",1023537
"Anthony Scott","CD_I992048","WBD",138500,"FWD/MID",0.6,25.7,29,"CD_I992048","2",,"3.5","1.5","3.0","0.5","0.0","0","0.0","0","0",,"29","28.5","0.86","53.0","4.0","53.0","28.5",,"53","4","0.78","0","0","2",,,,,,,0,"4860",198,"185","174","179","146",992048
"Nathan O'Driscoll","CD_I1013220","FRE",198000,"MID",4.3,36.7,22,"CD_I1013220","2","1","5.5","7.0","2.5","2.5","0.0","0","0.5","10","0",,"47","52.5","0.505","79.0",,"52.5","52.5",,"79","26","0.92","0","0","2",,,,,,,1.3,"3771",179,"156","88",,"148",1013220
"Xavier O'Halloran","CD_I1006135","GWS",281500,"FWD/MID",0.5,52.2,24,"CD_I1006135","19","3","6.8","4.4","2.2","2.7","0.0","0","0.4","11","0",,"69","51.7","0.386","52.2","52.7","51.8","52.2","47.0","108","25","0.59","1","0","18","18","0",,"83","103.0","1.00",0,"5393",152,"157","177","144","149",1006135
"Harry Morrison","CD_I1000963","HAW",291500,"MID",0.1,54.1,26,"CD_I1000963","12","4","10.2","5.1","4.3","1.9","0.0","0","0.2","0","1","100","68","61.7","0.501","77.8","58.8","51.0","54.1","99.5","114","21","0.72","2","0","8",,,,,,,0,"5388",146,"150","95","133","150",1000963
"Kamdyn McIntosh","CD_I294592","RIC",247600,"MID",0.8,45.9,30,"CD_I294592","22","4","7.9","3.7","3.5","1.6","0.0","0","0.3","0","0",,"73","46.0","0.47","50.4","41.6","50.3","46.0",,"92","15","0.51","0","0","21","0","1","100","81","66.0","0.70",0,"5383",165,"166","179","160","151",294592
"Thomson Dow","CD_I1009226","RIC",321400,"MID",0.1,59.6,23,"CD_I1009226","17","1","5.2","10.4","2.1","2.3","0.0","0","0.0","57","0",,"69","59.6","0.364","61.9","63.8","49.8","59.6",,"110","23","0.70","1","0","16","61","0",,"82","96.0","1.01",0,"5393",137,"140","149","120","152",1009226
"Archie Perkins","CD_I1015873","ESS",348100,"MID",0.7,64.6,22,"CD_I1015873","18","2","9.2","6.2","3.1","3.7","0.0","0","0.3","34","0",,"65","64.6","0.404","70.8","80.0","49.2","64.6",,"124","10","0.81","1","1","16","0","0",,"72","39.0","0.45",0,"5389",119,"121","116","81","153",1015873
"Chayce Jones","CD_I1006203","ADE",322000,"MID",0.1,59.7,25,"CD_I1006203","16","1","9.3","5.2","3.0","2.8","0.0","0","0.4","0","1","100","81","59.8","0.367","61.9","63.3","49.0","59.8",,"110","27","0.60","2","0","14","0","0",,"87","57.0","0.52",0,"5385",136,"139","149","122","154",1006203
"Bailey Laurie","CD_I1012826","MEL",152800,"FWD/MID",1.5,28.3,22,"CD_I1012826","6","3","4.0","5.0","1.8","1.5","0.0","0","0.3","11","0",,"40","31.5","0.725","59.0","14.0","49.0","31.5",,"75","3","0.63","0","0","6","0","0",,"73","58.0","0.65",0,"4851",195,"183","155","175","154",1012826
"Caleb Daniel","CD_I295136","NTH",269100,"FWD/MID",68.9,49.9,28,"CD_I295136","16","7","7.8","6.2","2.8","1.9","0.0","0","0.1","0","1","100","57","52.9","0.575","71.0","51.9","47.7","49.9","98.0","107","10","0.73","1","0","13","0","0",,"45","21.0","0.38",0.2,"5393",157,"160","115","147","156",295136
"Hugo Ralphsmith","CD_I1011985","RIC",284400,"MID",0.3,52.8,23,"CD_I1011985","18",,"7.8","5.8","3.9","1.6","0.0","0","0.3","0","0",,"89","52.8","0.279","52.8","61.0","47.5","52.8",,"82","25","0.48","0","0","18",,,,,,,0,"5386",150,"153","175","125","157",1011985
"Dylan Stephens","CD_I1004848","NTH",258600,"MID",0.1,48,24,"CD_I1004848","16","2","8.4","4.4","2.7","1.4","0.0","0","0.0","0","1","100","71","48.0","0.421","54.8","49.1","47.1","48.0",,"79","15","0.53","0","0","16","0","0",,"82","63.0","0.64",0,"5388",159,"162","169","149","158",1004848
"Neil Erasmus","CD_I1020250","FRE",119900,"FWD/MID",48.5,22.2,21,"CD_I1020250","4","3","3.3","4.0","1.8","1.8","0.0","0","0.0","14","0",,"43","23.0","0.723","28.0","15.0","47.0","23.0",,"47","2","0.43","0","0","4","4","0",,"18","8.0","0.38",-0.1,"5213",206,"189","186","173","159",1020250
"Finlay Macrae","CD_I1012828","COL",237700,"FWD/MID",0.5,44.1,22,"CD_I1012828","9","3","5.1","4.9","0.9","2.3","0.0","0","0.4","21","0",,"53","44.1","0.637","63.4","42.8","46.7","44.1",,"93","10","0.65","0","0","8","17","0",,"36","29.0","0.69",0.1,"5390",171,"172","145","158","160",1012828
"Mitch Knevitt","CD_I1021103","GEE",149800,"MID",12.2,27.8,22,"CD_I1021103","4","1","4.5","2.3","3.3","2.5","0.0","0","0.5","3","0",,"53","34.8","0.828","46.3","0.0","46.3","34.8",,"80","0","0.53","0","0","4",,,,,,,0.4,"4305",196,"180","182","180","161",1021103
"Jack Carroll","CD_I1013233","STK",224500,"FWD/MID",0.8,41.7,22,"CD_I1013233","15","7","5.5","4.5","2.3","1.5","0.0","0","0.3","22","0",,"51","41.7","0.507","51.4","39.6","45.8","41.7",,"74","6","0.64","0","0","15",,,,,,,0,"5384",174,"175","178","162","162",1013233
"Bruce Reville","CD_I1009317","BRL",275700,"MID",0.1,51.2,24,"CD_I1009317","12","3","7.9","2.8","3.5","1.6","0.0","0","0.3","1","0",,"56","51.2","0.494","63.4","62.8","45.4","51.2",,"95","8","0.71","0","0","11",,,,,,,0,"5385",155,"158","145","123","163",1009317
"Nik Cox","CD_I1015827","ESS",268100,"MID",0.4,49.7,23,"CD_I1015827","20","1","6.4","5.7","3.5","2.5","0.6","2","0.4","0","0",,"72","49.8","0.387","56.5","53.3","45.4","49.8",,"83","8","0.56","0","0","20","0","0",,"86","65.0","0.63",0,"5384",158,"161","164","142","163",1015827
"Dom Sheed","CD_I296296","WCE",238400,"MID",0.3,44.2,29,"CD_I296296","8","2","6.3","5.9","1.6","2.9","0.0","0","0.0","32","0",,"64","44.3","0.7","54.8","44.1","45.0","44.3",,"100","4","0.56","1","0","7",,,,,,,0,"5381",170,"171","169","155","165",296296
"Ryan Maric","CD_I1029416","WCE",223800,"FWD/MID",3.4,41.5,20,"CD_I1029416","19","5","5.6","4.1","3.2","1.3","0.0","0","0.4","0","0",,"65","41.5","0.506","46.7","38.7","44.7","41.5",,"91","3","0.51","0","0","18","0","0",,"85","22.0","0.21",0,"5393",175,"176","181","164","166",1029416
"Harvey Gallagher","CD_I1017087","WBD",248400,"MID",0.3,46.1,21,"CD_I1017087","20",,"8.2","4.2","2.7","3.1","0.0","0","0.5","15","0",,"74","45.4","0.395","46.1","47.5","43.7","46.1","32.0","89","18","0.49","0","0","20","0","0",,"81","46.0","0.46",0,"5388",164,"165","183","150","167",1017087
"Zac Taylor","CD_I1017065","ADE",235300,"FWD/MID",0.9,43.7,22,"CD_I1017065","9","4","4.9","5.0","1.4","3.1","0.0","0","0.4","25","0",,"49","43.7","0.746","69.2",,"43.7","43.7",,"103","4","0.69","1","0","8",,,,,,,0.1,"5384",173,"174","122",,"167",1017065
"Matthew Cottrell","CD_I1008154","CAR",294000,"FWD/MID",0.4,54.5,24,"CD_I1008154","14",,"7.1","3.7","3.2","1.9","0.0","0","0.6","0","0",,"83","54.6","0.355","56.0","60.8","43.4","54.6",,"88","28","0.51","0","0","14","0","0",,"83","6.0","0.06",0,"5385",145,"149","167","126","169",1008154
"Ryan Angwin","CD_I1015777","GWS",242500,"MID",0.1,45,22,"CD_I1015777","4",,"6.0","6.5","2.3","4.0","0.0","0","0.3","0","0",,"81","56.3","0.485","56.3","98.0","42.3","56.3",,"98","25","0.56","0","0","3","0","0",,"37","27.0","0.59",0,"4307",168,"147","166","35","170",1015777
"Mark O'Connor","CD_I1007102","GEE",304600,"DEF/MID",0.3,56.5,28,"CD_I1007102","13","2","6.7","5.2","3.8","3.1","0.0","0","0.2","10","1","100","67","56.5","0.442","63.9","60.8","42.3","56.5",,"90","15","0.65","0","0","12","0","0",,"74","44.0","0.50",0,"5391",143,"146","143","126","170",1007102
"Ned Long","CD_I1017124","COL",200900,"MID",0.3,37.3,22,"CD_I1017124","7","2","4.4","4.0","1.4","5.3","0.1","2","0.3","32","0",,"57","41.4","0.385","47.8",,"41.4","41.4",,"69","25","0.57","0","0","7",,,,,,,0,"4853",177,"177","180",,"172",1017124
"Campbell Chesser","CD_I1017057","WCE",239200,"MID",0.3,44.4,21,"CD_I1017057","18","1","5.9","4.8","1.9","1.7","0.0","0","0.3","1","0",,"73","44.4","0.383","44.8","46.8","39.5","44.4",,"86","17","0.49","0","0","18","25","0",,"78","43.0","0.44",0,"5387",169,"170","184","152","173",1017057
"Finn Maginness","CD_I1009421","HAW",258600,"FWD/MID",0.5,48,23,"CD_I1009421","13","3","7.2","6.8","2.8","1.8","0.0","0","0.5","2","0",,"71","53.5","0.484","64.7","52.8","35.3","48.0","83.5","94","11","0.60","0","0","12","0","0",,"83","62.0","0.60",-0.1,"5388",159,"162","139","143","174",1009421
"Lachlan Sullivan","CD_I998480","COL",283400,"MID",0.1,52.6,27,"CD_I998480","10","3","4.9","8.0","1.6","2.5","0.0","0","0.2","22","0",,"59","52.6","0.415","53.9","70.0","35.2","52.6",,"88","20","0.71","0","0","10",,,,,,,0,"5388",151,"155","172","103","175",998480
"Clay Hall","CD_I1024188","WCE",129500,"MID",1.3,24,19,"CD_I1024188","3","1","5.7","3.3","2.0","0.7","0.0","0","0.0","3","0",,"56","34.3","0.073","37.0",,"34.3","34.3",,"37","31","0.46","0","0","3",,,,,,,0,"3776",201,"181","185",,"176",1024188
"Kane McAuliffe","CD_I1019916","RIC",244300,"MID",0.2,45.3,19,"CD_I1019916","9","3","4.0","7.4","0.9","2.8","0.0","0","0.0","40","0",,"52","45.3","0.469","58.2","55.8","32.3","45.3",,"75","11","0.69","0","0","9",,,,,,,0,"5393",167,"168","158","137","177",1019916
"Will Lorenz","CD_I1029262","PTA",119900,"MID",0.6,22.2,20,"CD_I1029262","2","2","2.0","1.0","1.0","2.0","0.0","0","0.0","0","0",,"25","22.0","0.409",,,"31.0","31.0","13.0","31","13","0.74","0","0","2",,,,,,,0,"3868",206,"184",,,"178",1029262
"Hugo Garcia","CD_I1027790","STK",245800,"FWD/MID",1.1,45.6,19,"CD_I1027790","8","4","3.1","5.6","1.1","5.0","0.0","0","0.1","20","0",,"46","45.6","0.376","57.5","54.6","30.7","45.6",,"69","12","0.82","0","0","8","63","0",,"69","39.0","0.47",0,"5390",166,"167","162","139","179",1027790
"Harry Sharp","CD_I1007099","MEL",189100,"MID",0.9,35.1,22,"CD_I1007099","6","3","7.5","2.8","3.0","1.7","0.0","0","0.3","0","0",,"56","39.0","0.711","57.0","43.8","29.5","39.0",,"79","0","0.55","0","0","6","0","0",,"42","25.0","0.52",0,"4849",185,"179","163","156","180",1007099
"Ted Clohesy","CD_I1023542","GEE",119900,"FWD/MID",1.1,22.2,20,"CD_I1023542","2","2","3.0","2.0","1.5","4.0","0.0","0","0.0","8","0",,"32","22.5","0.022",,,"22.5","22.5",,"23","22","0.57","0","0","2",,,,,,,0,"5329",206,"190",,,"181",1023542
"Oskar Baker","CD_I1008855","WBD",257000,"MID",0.1,47.7,26,"CD_I1008855","6","3","8.5","5.7","5.5","0.7","0.0","0","0.5","0","1","100","64","53.0","0.482","65.8","59.6","20.0","53.0",,"88","20","0.67","0","0","6",,,,,,,0,"4849",161,"152","133","131","182",1008855
"Kynan Brown","CD_I1027949","MEL",119900,"MID",0.7,22.2,20,"CD_I1027949","2","2","1.0","0.5","0.0","1.0","0.0","0","0.0","0","0",,"10","18.0","0.167",,,"18.0","18.0",,"21","15","1.43","0","0","2","0","0",,"12","6.0","0.41",0,"6661",206,"192",,,"183",1027949
"Elijah Tsatas","CD_I1023785","ESS",191200,"MID",20.7,35.5,20,"CD_I1023785","7","5","4.9","5.3","2.6","0.7","0.0","0","0.1","0","0",,"47","39.4","0.625","58.3","44.7","8.0","39.4",,"65","3","0.66","0","0","7","0","0",,"76","65.0","0.71",1.5,"4853",183,"178","157","154","184",1023785
"Tom Mitchell","CD_I291856","COL",395200,"MID",0.7,73.3,31,"CD_I291856","6",,"6.2","13.8","1.8","6.7","0.0","0","0.2","59","0",,"67","81.5","0.381","86.0","81.5",,"81.5",,"121","48","0.96","2","1","3","72","0",,"71","74.0","0.90",0,"4849",96,"71","63","74",,291856
"James Harmes","CD_I297899","WBD",380600,"FWD/MID",0.1,70.6,29,"CD_I297899","9",,"7.9","7.4","4.1","2.8","0.0","0","0.8","10","0",,"69","67.7","0.547","75.6","70.6",,"70.6","44.0","139","4","0.77","1","1","7","30","0",,"72","74.0","0.83",0,"5391",102,"103","103","102",,297899
"Cameron Guthrie","CD_I290550","GEE",278000,"MID",2.6,51.6,32,"CD_I290550","4",,"9.5","7.3","3.3","2.8","0.0","0","0.0","37","0",,"59","64.5","0.279","72.3","64.5",,"64.5",,"82","41","0.85","0","0","4",,,,,,,-0.1,"4310",154,"123","109","119",,290550
"James Tunstill","CD_I1021108","BRL",119900,"FWD/MID",0.9,22.2,21,"CD_I1021108","3","2","1.7","5.0","0.7","1.7","0.0","0","0.0","10","0",,"38","31.7","0.663","61.0","31.7",,"31.7",,"61","13","0.67","0","0","3","29","0",,"73","59.0","0.71",0,"3782",206,"182","152","167",,1021108
"Sam Docherty","CD_I295518","CAR",487900,"MID",1.3,90.5,31,"CD_I295518","2",,"10.5","2.5","4.0","1.5","0.0","0","0.5","5","0",,"55","41.5","0.398","58.0","25.0",,"25.0","58.0","58","25","0.59","0","0","2","43","0",,"72","97.0","1.10",-0.1,"19516",45,"186","160","169",,295518
"Deven Robertson","CD_I1009385","BRL",121200,"FWD/MID",8,22.5,23,"CD_I1009385","2",,"3.0","5.0","0.5","2.0","0.0","0","0.0","17","0",,"70","25.0","0.04","25.0","25.0",,"25.0",,"26","24","0.27","0","0","2",,,,,,,0,"4848",204,"186","188","169",,1009385
