"id","feed_id","first_name","last_name","team","pos1","pos2","proj","adp","rank"
230,"1009399","Luke","Jackson","FRE","RUC","FWD",97.87,36.0719,33
286,"298272","Touk","Miller","GCS","MID",,97.62,46.4029,42
99,"996731","Charlie","Curnow","CAR","FWD",,97.57,46.0877,39
97,"990704","Patrick","Cripps","CAR","MID",,97.52,55.6264,56
615,"294307","Brad","Crouch","STK","MID",,97.52,69.1174,69
397,"1008550","Will","Day","HAW","MID",,97.43,66.7623,67
682,"290778","Luke","Parker","SYD","MID",,96.86,71.2917,70
566,"993993","Shai","Bolton","RIC","MID","FWD",96.74,46.2451,41
139,"994185","Jordan","De Goey","COL","MID",,96.61,61.2415,63
27,"297523","Reilly","O'Brien","ADE","RUC",,95.78,65.0154,65
671,"295342","Jake","Lloyd","SYD","DEF",,95.77,58.3275,59
180,"271129","Todd","Goldstein","ESS","RUC",,95.45,79.887,79
202,"1001026","Jordan","Ridley","ESS","DEF",,94.88,54.6111,54
640,"296205","Jack","Steele","STK","MID",,94.75,60.8175,62
159,"291856","Tom","Mitchell","COL","MID",,94.65,78.094,76
68,"1005521","Oscar","McInerney","BRL","RUC",,94.36,81.3922,82
585,"290847","Dustin","Martin","RIC","FWD",,94.35,52.7883,51
645,"296422","Callum","Wilkie","STK","DEF",,94.22,68.073,68
163,"260257","Scott","Pendlebury","COL","MID",,93.95,83.6239,86
255,"1009256","Hayden","Young","FRE","DEF",,93.95,45.5945,38
67,"1000978","Hugh","McCluggage","BRL","MID",,93.73,78.1423,77
648,"295340","Mason","Wood","STK","MID",,92.96,85.8387,89
389,"294305","Lachie","Whitfield","GWS","DEF",,92.86,62.7607,64
703,"295136","Caleb","Daniel","WBD","MID","FWD",92.83,56.769,57
133,"990291","Darcy","Cameron","COL","RUC",,92.19,86.1067,90
603,"294674","Nick","Vlastuin","RIC","DEF",,92.1,80.9598,81
289,"1007881","Wil","Powell","GCS","DEF",,91.89,78.8365,78
304,"296733","Mark","Blicavs","GEE","RUC","MID",91.58,83.0966,85
363,"295344","Toby","Greene","GWS","FWD",,91,57.0361,58
415,"1006314","Dylan","Moore","HAW","FWD",,91,66.2271,66
200,"997078","Mason","Redman","ESS","DEF",,90.87,73.8645,71
702,"996708","Bailey","Dale","WBD","DEF",,90.83,76.9504,72
160,"298288","Darcy","Moore","COL","DEF",,90.52,77.7887,75
315,"281065","Mitch","Duncan","GEE","DEF",,90.31,87.5679,92
515,"1005729","Tarryn","Thomas","NTH","MID",,90.25,98.1917,102
749,"298268","Liam","Duggan","WCE","DEF",,90.09,87.1864,91
432,"1002222","James","Worpel","HAW","MID",,89.96,96.3491,99
436,"298279","Angus","Brayshaw","MEL","DEF","MID",89.83,77.4677,73
124,"295461","Adam","Saad","CAR","DEF",,89.59,87.8523,93
41,"280506","Taylor","Walker","ADE","FWD",,89.55,80.184,80
652,"1006028","Nick","Blakey","SYD","DEF",,89.39,82.9426,84
136,"293871","Jack","Crisp","COL","MID",,89.22,101.317,105
44,"996059","Harris","Andrews","BRL","DEF",,89.09,92.9643,97
273,"1009260","Sam","Flanders","GCS","MID","FWD",88.43,58.6986,60
193,"1012013","Nic","Martin","ESS","MID",,88.17,91.1157,95
752,"993902","Matt","Flynn","WCE","RUC",,88,102.34,108
220,"997033","Brennan","Cox","FRE","DEF",,87.85,104.065,110
7,"297401","Matt","Crouch","ADE","MID",,97.57,93.6912,98
312,"270917","Patrick","Dangerfield","GEE","MID",,87.72,105.35,113
679,"993905","Callum","Mills","SYD","MID",,87.74,100.335,103
530,"280711","Charlie","Dixon","PTA","FWD",,87.69,100.948,104
87,"296294","Blake","Acres","CAR","MID",,87.5,114.97,122
302,"994386","Tom","Atkins","GEE","MID",,87.04,112.188,118
594,"1000981","Daniel","Rioli","RIC","DEF",,86.91,97.4118,100
194,"998102","Andrew","McGrath","ESS","DEF",,86.87,102.143,107
555,"998529","Ivan","Soldo","PTA","RUC",,86.88,114.041,121
666,"298539","Isaac","Heeney","SYD","FWD",,86.55,77.5951,74
390,"297354","Karl","Amon","HAW","MID",,86.48,106.927,114
662,"293957","Brodie","Grundy","SYD","RUC",,86.24,48.9188,48
725,"1008280","Ed","Richards","WBD","DEF",,86.21,105.251,112
403,"993794","Blake","Hardwick","HAW","DEF",,86.17,115.593,123
86,"261224","Dayne","Zorko","BRL","MID","FWD",86,97.5336,101
417,"1007124","Conor","Nash","HAW","MID",,86,124.026,140
531,"1000972","Willem","Drew","PTA","MID",,85.35,123.686,138
168,"280965","Steele","Sidebottom","COL","MID",,85.29,127.806,146
643,"1015507","Nasiah","Wanganeen-Milera","STK","DEF",,85.13,90.1947,94
534,"298111","Jeremy","Finlayson","PTA","FWD",,85.1,104.85,111
127,"993832","Jacob","Weitering","CAR","DEF",,85.09,117.203,126
204,"998215","Will","Setterfield","ESS","MID",,85,125.938,143
16,"1004863","Mitchell","Hinge","ADE","DEF",,84.86,118.83,129
462,"1009378","Trent","Rivers","MEL","DEF",,84.83,111.332,116
46,"1023517","Will","Ashcroft","BRL","MID",,84.5,115.954,124
778,"998128","Alex","Witherden","WCE","DEF",,84.5,118.333,128
773,"296296","Dom","Sheed","WCE","MID",,84.33,137.873,155
766,"294859","Jeremy","McGovern","WCE","DEF",,84.22,130.559,150
451,"281085","Steven","May","MEL","DEF",,83.9,123.636,137
348,"1009253","Lachie","Ash","GWS","DEF",,83.83,120.143,132
384,"1005247","Sam","Taylor","GWS","DEF",,83.73,122.344,136
686,"1006126","James","Rowbottom","SYD","MID",,83.65,132.535,152
300,"298524","Lachie","Weller","GCS","DEF",,83.33,140,158
560,"294318","Ollie","Wines","PTA","MID",,82.96,113.041,120
307,"293845","Jeremy","Cameron","GEE","FWD",,82.8,82.5053,83
52,"294518","Joe","Daniher","BRL","FWD",,82.65,110.812,115
31,"1001195","Izak","Rankine","ADE","FWD",,82.6,102.072,106
218,"1006152","Jordan","Clark","FRE","DEF",,82.48,128.632,147
36,"291748","Brodie","Smith","ADE","DEF",,82.32,142.68,165
592,"290627","Dion","Prestia","RIC","MID",,81.25,145.898,168
369,"1008083","Connor","Idun","GWS","DEF",,81.22,141.585,161
331,"1004938","Gryan","Miers","GEE","FWD",,80.78,116.457,125
19,"993946","Ben","Keays","ADE","FWD",,80.61,111.821,117
367,"993107","Harry","Himmelberg","GWS","DEF",,80.59,120.702,134
184,"290629","Dyson","Heppell","ESS","DEF",,80.45,148.661,171
154,"992010","Brayden","Maynard","COL","DEF",,80.41,140.008,159
238,"294613","Jaeger","O'Meara","FRE","MID",,80.38,151.486,176
114,"297255","Mitch","McGovern","CAR","DEF",,80.32,152.408,178
728,"1006130","Bailey","Smith","WBD","MID","FWD",80.26,121.702,135
739,"990290","Tom","Barrass","WCE","DEF",,80.07,154.333,179
779,"292128","Elliot","Yeo","WCE","DEF","MID",80,126.069,144
162,"1000072","John","Noble","COL","DEF",,79.96,159.408,184
325,"1015889","Max","Holmes","GEE","MID",,79.81,142.508,163
562,"1000223","Liam","Baker","RIC","DEF","FWD",79.74,103.315,109
567,"295203","Nathan","Broad","RIC","DEF",,79.74,160.11,187
633,"1023272","Mitch","Owens","STK","FWD",,79.68,112.316,119
511,"993998","Jy","Simpkin","NTH","MID",,79.33,131.275,151
167,"1000860","Lachie","Schultz","COL","FWD",,79.13,124.241,141
190,"298630","Kyle","Langford","ESS","FWD",,79.09,130.069,149
352,"1009708","Jack","Buckley","GWS","DEF",,78.78,163.794,192
269,"293713","Brandon","Ellis","GCS","MID",,78.75,165.667,196
106,"294036","George","Hewett","CAR","MID",,78.74,147.3,170
581,"993903","Jacob","Hopper","RIC","MID",,78.63,138.022,156
322,"261510","Tom","Hawkins","GEE","FWD",,78.45,143.083,166
649,"291776","Taylor","Adams","SYD","MID","FWD",78.23,92.664,96
173,"1006103","Jye","Caldwell","ESS","MID","FWD",78.19,129.208,148
502,"296355","Luke","McDonald","NTH","DEF",,77.91,161.828,188
405,"296254","Jarman","Impey","HAW","DEF",,77.77,164.72,194
446,"294557","Lachie","Hunter","MEL","MID",,77.73,170.753,204
47,"1002312","Zac","Bailey","BRL","MID","FWD",77.71,120.493,133
536,"1011640","Jason","Horne-Francis","PTA","MID",,77.64,123.91,139
23,"990882","Wayne","Milera","ADE","DEF",,77.5,168.099,199
533,"1002253","Kane","Farrell","PTA","DEF",,77.2,173.092,209
35,"270963","Rory","Sloane","ADE","MID",,77,175.595,216
776,"1006114","Bailey J.","Williams","WCE","RUC",,76.91,162.26,189
48,"998133","Jarrod","Berry","BRL","MID",,76.5,175.459,215
256,"998130","Ben","Ainsworth","GCS","FWD",,76.38,151.083,175
758,"994385","Jayden","Hunt","WCE","DEF",,76.39,180.844,221
525,"992128","Ryan","Burton","PTA","DEF",,76.3,182.319,223
283,"1004095","Jack","Lukosius","GCS","FWD",,76.05,151.024,174
508,"1006058","Bailey","Scott","NTH","MID",,75.83,170.905,205
177,"1005577","Sam","Draper","ESS","RUC",,75.57,159.906,185
296,"290832","David","Swallow","GCS","MID",,75.43,181.366,222
658,"998103","Oliver","Florent","SYD","DEF",,75.39,169.716,202
319,"290550","Cameron","Guthrie","GEE","MID",,83.67,133.53,153
463,"296359","Christian","Salem","MEL","DEF",,75.29,169.61,201
110,"1001398","Matthew","Kennedy","CAR","MID",,75.14,184.546,228
721,"1002404","Aaron","Naughton","WBD","FWD",,75.13,148.795,172
450,"298281","Jake","Lever","MEL","DEF",,75.09,186.815,231
357,"1002251","Brent","Daniels","GWS","FWD",,75.06,170.22,203
423,"998114","Jack","Scrimshaw","HAW","DEF",,75.06,185.658,230
368,"296324","Jesse","Hogan","GWS","FWD",,75,164.107,193
386,"280109","Callan","Ward","GWS","MID",,74.95,195.053,247
683,"290307","Dane","Rampe","SYD","DEF",,74.71,192.696,241
596,"1006133","Jack","Ross","RIC","MID",,74.68,192.114,239
164,"1008089","Isaac","Quaynor","COL","DEF",,74.65,158.959,183
520,"294469","Aliir","Aliir","PTA","DEF",,74.55,176.755,217
712,"294101","Jason","Johannisen","WBD","DEF",,74.55,202.609,260
42,"1011981","Josh","Worrell","ADE","DEF",,74.5,191.603,237
563,"1002245","Noah","Balta","RIC","DEF",,74.3,198.167,253
186,"1017088","Ben","Hobbs","ESS","MID",,74.06,180.218,220
30,"1017051","Josh","Rachele","ADE","FWD",,73.95,138.286,157
100,"1004912","Tom","De Koning","CAR","RUC",,73.69,162.496,190
379,"998205","Harry","Perryman","GWS","DEF",,73.63,187.598,232
17,"1006203","Chayce","Jones","ADE","DEF","MID",73.61,188.133,233
320,"1004870","Zach","Guthrie","GEE","DEF",,73.61,201.594,258
250,"993940","Corey","Wagner","FRE","DEF",,73.44,211.62,271
142,"293801","Jamie","Elliott","COL","FWD",,73.43,174.71,212
212,"295067","James","Aish","FRE","MID",,73.35,202.702,261
354,"1023266","Finn","Callaghan","GWS","MID",,73.11,164.835,195
37,"1017109","Jake","Soligo","ADE","MID",,73.1,192.229,240
109,"1009241","Brodie","Kemp","CAR","DEF",,73.07,206.447,265
266,"295446","Sam","Collins","GCS","DEF",,73,218.595,283
366,"295265","Nick","Haynes","GWS","DEF",,73,210.98,269
505,"1012829","Will","Phillips","NTH","MID",,73,198.535,255
428,"1017110","Josh","Ward","HAW","MID",,72.94,194.385,245
518,"1004965","Tristan","Xerri","NTH","RUC",,72.89,149,173
61,"291548","Ryan","Lester","BRL","DEF",,72.56,219.514,286
681,"996765","Tom","Papley","SYD","FWD",,72.55,166.21,197
448,"298264","Ed","Langdon","MEL","MID",,72.48,209.692,268
343,"292511","Zach","Tuohy","GEE","MID",,72.45,216.614,280
50,"990609","Charlie","Cameron","BRL","FWD",,72.3,167.761,198
259,"294472","Rory","Atkins","GCS","DEF",,72.29,219.944,287
191,"298280","Jayden","Laverde","ESS","DEF",,72.26,230.969,306
676,"1011936","Justin","McInerney","SYD","MID",,72.17,218.8,284
457,"296420","Alex","Neal-Bullen","MEL","FWD",,72.04,195.836,248
260,"1008882","Charlie","Ballard","GCS","DEF",,71.91,225.559,292
621,"1005988","Liam","Henry","STK","MID",,71.88,188.863,234
677,"1003203","Hayden","McLean","SYD","RUC","FWD",71.67,172.133,207
51,"1006059","Keidean","Coleman","BRL","DEF",,71.35,117.627,127
674,"1008198","Tom","McCartin","SYD","DEF",,71.36,217.233,282
284,"996464","Darcy","Macpherson","GCS","DEF",,71.3,226.405,297
147,"291313","Jeremy","Howe","COL","DEF",,71.27,201.625,259
753,"290801","Andrew","Gaff","WCE","MID",,71.26,213.977,274
115,"1000953","Harry","McKay","CAR","FWD",,71.21,193.156,243
407,"1000887","Mitch","Lewis","HAW","FWD",,71.13,183.605,226
84,"1017067","Darcy","Wilmot","BRL","DEF",,71.09,212.255,272
339,"280317","Rhys","Stanley","GEE","RUC",,71.08,220.384,289
441,"1001438","Bayley","Fritsch","MEL","FWD",,70.93,197.781,252
123,"298290","Marc","Pittonet","CAR","RUC",,70.2,217.185,281
510,"280737","Liam","Shiels","NTH","MID",,70.19,227.929,304
735,"992351","Bailey","Williams","WBD","MID",,70.04,227.469,301
185,"297452","Nick","Hind","ESS","DEF",,69.88,226.032,294
527,"991930","Darcy","Byrne-Jones","PTA","FWD",,69.76,214.921,275
151,"1003130","Patrick","Lipinski","COL","FWD",,69.73,193.159,244
435,"1012825","Jake","Bowey","MEL","DEF",,69.67,227.871,303
670,"997142","Peter","Ladhams","SYD","RUC",,69.67,237.278,316
736,"1004385","Oscar","Allen","WCE","FWD",,69.52,190.992,236
498,"1001017","Nick","Larkey","NTH","FWD",,69.43,172.525,208
205,"291783","Dylan","Shiel","ESS","MID",,69.42,220.342,288
481,"294508","Aidan","Corr","NTH","DEF",,69.42,254.857,329
356,"1001396","Isaac","Cumming","GWS","DEF","MID",69.35,178.029,218
519,"998484","Cameron","Zurhaar","NTH","FWD",,69.31,194.846,246
654,"1013133","Braeden","Campbell","SYD","DEF","MID",69.18,185.094,229
745,"290826","Jamie","Cripps","WCE","FWD",,69.17,227.314,299
75,"1002235","Cam","Rayner","BRL","FWD",,68.91,192.755,242
125,"1001028","Jack","Silvagni","CAR","FWD",,68.88,241.559,319
306,"1012805","Tanner","Bruhn","GEE","MID",,68.79,191.667,238
761,"998791","Jamaine","Jones","WCE","DEF",,68.46,252.864,325
461,"1008541","Kysaiah","Pickett","MEL","FWD",,68.38,200.692,256
636,"293846","Sebastian","Ross","STK","MID",,68.31,261.5,337
409,"1017094","Connor","Macdonald","HAW","FWD",,68.24,156.731,181
24,"1000998","Lachlan","Murphy","ADE","FWD",,68.18,253.711,327
12,"999331","Darcy","Fogarty","ADE","FWD",,68.1,223.684,290
53,"1000932","Tom","Doedee","BRL","DEF",,68.09,212.564,273
623,"295584","Bradley","Hill","STK","MID","FWD",68.05,204.721,262
488,"999827","Zac","Fisher","NTH","FWD",,67.75,146.699,169
247,"992059","Sam","Switkowski","FRE","FWD",,67.68,227.436,300
641,"1008312","Liam","Stocker","STK","DEF",,67.64,272.143,352
34,"1006136","Lachlan","Sholl","ADE","MID",,67.44,273.864,353
625,"993480","Dougal","Howard","STK","DEF",,67.39,281.8,362
421,"1001024","Ned","Reeves","HAW","RUC",,67.19,231.219,307
659,"291848","Robbie","Fox","SYD","DEF",,67.16,279.05,358
468,"999391","Tom","Sparrow","MEL","MID",,67.14,261.136,336
561,"1004034","Brandon","Zerk-Thatcher","PTA","DEF",,67.14,262.739,339
718,"990740","Rory","Lobb","WBD","FWD",,67.05,248.163,323
549,"993979","Sam","Powell-Pepper","PTA","FWD",,67,226.14,295
430,"1027935","Josh","Weddle","HAW","DEF",,66.88,163.602,191
665,"997100","Will","Hayward","SYD","FWD",,66.86,257.18,330
179,"1006096","Xavier","Duursma","ESS","MID",,66.79,209.512,267
181,"298421","Jade","Gresham","ESS","FWD",,66.77,178.281,219
335,"1007102","Mark","O'Connor","GEE","DEF","MID",66.73,259,334
622,"1002227","Jack","Higgins","STK","FWD",,66.71,277.29,357
310,"999326","Brad","Close","GEE","FWD",,66.67,280.812,361
559,"1009195","Dylan","Williams","PTA","DEF",,66.65,265.478,342
500,"997933","Griffin","Logue","NTH","DEF",,66.53,287.05,367
171,"1011954","Nick","Bryan","ESS","RUC",,66.38,262.513,338
416,"1000963","Harry","Morrison","HAW","MID",,66.38,298.789,377
577,"990827","Jack","Graham","RIC","FWD",,66.35,235.918,312
323,"1000937","Jack","Henry","GEE","DEF",,66.27,296.222,374
130,"997316","Lewis","Young","CAR","DEF",,66.13,300.706,380
276,"297456","Nick","Holman","GCS","FWD",,66.05,285.133,364
543,"1004998","Todd","Marshall","PTA","FWD",,66.05,258.823,333
199,"1015873","Archie","Perkins","ESS","FWD",,66,219.411,285
522,"1009191","Miles","Bergman","PTA","DEF",,65.86,266.32,343
551,"296225","Willie","Rioli","PTA","FWD",,65.82,303.826,381
470,"291819","Adam","Tomlinson","MEL","DEF",,65.63,319.562,397
523,"250365","Travis","Boak","PTA","MID",,65.63,263.609,340
158,"291849","Brody","Mihocek","COL","FWD",,65.38,286.292,365
517,"1023477","George","Wardlaw","NTH","MID",,65.38,145.639,167
178,"1015810","Sam","Durham","ESS","MID",,65.23,246,321
472,"1017720","Jacob","van Rooyen","MEL","FWD",,65.11,257.562,331
744,"993820","Tom","Cole","WCE","DEF",,64.92,317.765,393
644,"290757","Jimmy","Webster","STK","DEF",,64.81,327.312,401
206,"293884","Jake","Stringer","ESS","FWD",,64.71,215.2,276
272,"993799","Brayden","Fiorini","GCS","MID",,64.65,279.864,359
775,"996554","Jake","Waterman","WCE","FWD",,64.64,318.45,394
211,"298289","Peter","Wright","ESS","FWD",,64.4,228.611,305
439,"1005330","Kade","Chandler","MEL","FWD",,64.29,309.046,386
733,"1011803","Cody","Weightman","WBD","FWD",,64,300.571,379
413,"1000980","Lloyd","Meek","HAW","RUC",,63.94,287.5,368
606,"998134","Josh","Battle","STK","DEF",,63.86,315.556,392
135,"998647","Mason","Cox","COL","RUC","FWD",63.5,234.956,310
754,"1023025","Reuben","Ginbey","WCE","MID",,63.47,190.904,235
195,"1002143","Ben","McKay","ESS","DEF",,63.21,294.9,371
69,"997846","Conor","McKenna","BRL","DEF",,63.17,319.556,396
489,"1012833","Eddie","Ford","NTH","FWD",,63.14,308.05,383
612,"1002264","Hunter","Clark","STK","MID",,63.06,252.273,324
757,"1023167","Brady","Hough","WCE","DEF",,62.73,240.296,318
58,"993953","Eric","Hipwood","BRL","FWD",,62.43,329.222,404
105,"1002228","Lachie","Fogarty","CAR","FWD",,62.33,333.833,408
414,"1018016","Seamus","Mitchell","HAW","DEF",,62.29,283.556,363
406,"998390","Changkuoth","Jiath","HAW","DEF",,62.25,204.786,263
98,"993795","David","Cuningham","CAR","FWD",,62.2,323.889,398
609,"1011994","Ryan","Byrnes","STK","MID",,62.15,329,403
516,"993816","Darcy","Tucker","NTH","MID",,62,313.059,389
313,"1009229","Sam","De Koning","GEE","DEF",,61.47,280.714,360
338,"291357","Gary","Rohan","GEE","FWD",,61.4,319.222,395
747,"290838","Jack","Darling","WCE","FWD",,61.3,347,415
189,"297473","Jake","Kelly","ESS","DEF",,61.24,350,418
305,"998260","Jack","Bowes","GEE","DEF",,61.18,237.081,315
628,"1006143","Max","King","STK","FWD",,61.1,231.923,308
161,"1005107","Nathan","Murphy","COL","DEF",,60.95,348.308,417
393,"280744","Luke","Breust","HAW","FWD",,60.86,313.9,390
460,"1008893","Harrison","Petty","MEL","DEF","FWD",60.64,272,351
731,"1009301","Jamarra","Ugle-Hagan","WBD","FWD",,60.57,205.368,264
227,"999321","Michael","Frederick","FRE","FWD",,60.42,306.3,382
452,"298470","Shane","McAdam","MEL","FWD",,67.14,311.188,388
494,"281091","Hugh","Greenwood","NTH","MID",,60.36,332.588,406
25,"1008230","Nick","Murray","ADE","DEF",,60.12,360.083,425
377,"1006135","Xavier","O'Halloran","GWS","FWD",,60.08,338.385,410
95,"1008154","Matthew","Cottrell","CAR","MID","FWD",60,295.304,372
349,"1008139","Toby","Bedford","GWS","FWD",,59.94,314.938,391
656,"291978","Harry","Cunningham","SYD","DEF",,59.91,365.833,427
113,"296190","Jack","Martin","CAR","FWD",,59.55,298.625,375
324,"1012860","Oliver","Henry","GEE","FWD",,59.55,298.667,376
40,"1008384","Riley","Thilthorpe","ADE","FWD",,59.43,269.185,348
277,"1023500","Bailey","Humphrey","GCS","FWD",,59.26,171.167,206
143,"991773","Billy","Frampton","COL","DEF",,59,370.75,429
675,"1013230","Logan","McDonald","SYD","FWD",,59,276.682,356
588,"1002403","Ben","Miller","RIC","RUC","FWD",58.85,336.625,409
239,"298409","Alex","Pearce","FRE","DEF",,58.83,373.769,436
692,"1006232","Sam","Wicks","SYD","FWD",,58.7,342.357,412
66,"293581","Lincoln","McCarthy","BRL","FWD",,58.62,376.833,440
157,"297504","Daniel","McStay","COL","FWD",,58.58,353.846,423
714,"281078","Liam","Jones","WBD","DEF",,58.56,374.077,437
229,"996580","Ethan","Hughes","FRE","DEF",,58.5,380.75,445
329,"296291","Jake","Kolodjashnij","GEE","DEF",,58.42,353.8,422
43,"298437","Callum","Ah Chee","BRL","MID",,58.33,371.786,432
351,"1014038","Callum M.","Brown","GWS","FWD",,58.25,383.083,447
514,"1006137","Curtis","Taylor","NTH","MID","FWD",58.19,343.823,414
582,"1006030","Jacob","Koschitzke","RIC","FWD",,58.17,386,449
267,"1013268","Alex","Davies","GCS","MID","FWD",58.11,327.167,400
512,"1004848","Dylan","Stephens","NTH","MID",,58,253.607,326
608,"992374","Dan","Butler","STK","FWD",,57.87,389.5,451
647,"1023270","Marcus","Windhager","STK","DEF","MID",57.83,182.38,224
108,"1023495","Oliver","Hollands","CAR","MID",,57.76,276.63,355
340,"997230","Tyson","Stengle","GEE","FWD",,57.58,352,419
591,"993771","Marlion","Pickett","RIC","MID","FWD",57.57,372.929,434
767,"1006550","Jack","Petruccelle","WCE","FWD",,57.5,394.083,454
454,"1017703","Judd","McVee","MEL","DEF",,57.43,357.714,424
724,"1011589","Caleb","Poulter","WBD","MID",,57.33,393.917,453
734,"1006127","Rhylee","West","WBD","FWD",,57.25,361.786,426
145,"1006148","Bobby","Hill","COL","FWD",,57.14,274.92,354
73,"1002347","Jack","Payne","BRL","DEF",,57,398.417,457
539,"1011583","Lachie","Jones","PTA","DEF",,57,377.461,442
216,"998129","Will","Brodie","FRE","MID",,71.2,226.154,296
146,"291720","Will","Hoskin-Elliott","COL","MID",,56.85,367.214,428
399,"293738","Sam","Frost","HAW","DEF",,56.72,398.182,456
280,"1006144","Ben","King","GCS","FWD",,56.6,333,407
249,"1012819","Josh","Treacy","FRE","FWD",,56.53,405.75,458
650,"1008091","Joel","Amartey","SYD","FWD",,56.36,352.154,421
214,"998180","Bailey","Banfield","FRE","FWD",,56.29,380,443
493,"1017118","Josh","Goater","NTH","DEF",,56.2,308.2,384
22,"1015370","Max","Michalanney","ADE","DEF",,56.14,308.647,385
507,"1011659","Tom","Powell","NTH","FWD",,55.86,270.48,349
29,"1012218","Luke","Pedlar","ADE","FWD",,55.81,226.868,298
550,"1002220","Esava","Ratugolea","PTA","DEF",,55.81,347.154,416
252,"281007","Michael","Walters","FRE","FWD",,55.25,,
94,"1016268","Alex","Cincotta","CAR","DEF",,55.19,375.417,439
380,"992644","Braydon","Preuss","GWS","RUC",,0,331.5,405
587,"294592","Kamdyn","McIntosh","RIC","MID",,55.09,397.364,455
437,"291867","Ben","Brown","MEL","FWD",,61.14,,
616,"1002256","Paddy","Dow","STK","MID",,55,236.028,313
546,"290527","Trent","McKenzie","PTA","DEF",,54.94,,
765,"1029416","Ryan","Maric","WCE","FWD",,54.8,,
328,"1021103","Mitchell","Knevitt","GEE","MID",,54.75,392.833,452
264,"281124","Levi","Casboult","GCS","FWD",,54.65,,
741,"1013511","Tyler","Brockman","WCE","FWD",,54.6,324.385,399
119,"1017700","Jesse","Motlop","CAR","FWD",,54.56,,
258,"1017396","Mac","Andrew","GCS","DEF",,54.53,,
81,"1002401","Brandon","Starcevich","BRL","DEF",,54.48,383.8,448
715,"290797","Alex","Keath","WBD","DEF",,54.44,,
122,"1013973","Matthew","Owies","CAR","FWD",,54.38,,
182,"996232","Matt","Guelfi","ESS","FWD",,54.31,,
597,"1012386","Samson","Ryan","RIC","RUC","FWD",54.21,300.278,378
153,"298358","Oleg","Markov","COL","DEF",,54.2,406,459
